11/6/2011 10:20,0.3361,0.275,0.139
11/6/2011 10:30,0.2953,0.337,0.17
11/6/2011 10:40,0.1929,0.381,0.192
11/6/2011 10:50,0.1126,0.364,0.191
11/6/2011 11:00,0.1712,0.354,0.189
11/6/2011 11:10,0.2002,0.333,0.172
11/6/2011 11:20,0.2484,0.329,0.171
11/6/2011 11:30,0.238,0.301,0.158
11/6/2011 11:40,0.2077,0.198,0.105
11/6/2011 11:50,0.2651,0.098,0.056
11/6/2011 12:00,0.2789,0.126,0.076
11/6/2011 12:10,0.2157,0.199,0.107
11/6/2011 12:20,0.1971,0.229,0.125
11/6/2011 12:30,0.2021,0.228,0.125
11/6/2011 12:40,0.3209,0.196,0.107
11/6/2011 12:50,0.2105,0.237,0.134
11/6/2011 13:00,0.1343,0.235,0.148
11/6/2011 13:10,0.1372,0.205,0.114
11/6/2011 13:20,0.1793,0.197,0.11
11/6/2011 13:30,0.1663,0.176,0.098
11/6/2011 13:40,0.1317,0.292,0.166
11/6/2011 13:50,0.1445,0.217,0.122
11/6/2011 14:00,0.097,0.132,0.072
11/6/2011 14:10,0.0908,0.132,0.072
11/6/2011 14:20,0.05864,0.165,0.094
11/6/2011 14:30,0.0442,0.161,0.092
11/6/2011 14:40,0.03516,0.127,0.072
11/6/2011 14:50,0.02461,0.145,0.086
11/6/2011 15:00,0.01482,0.15,0.09
11/6/2011 15:10,0.00847,0.111,0.066
11/6/2011 15:20,0.004876,0.071,0.04
11/6/2011 15:30,0.000439,0.045,0.024
11/6/2011 15:40,-0.001007,0.037,0.024
11/6/2011 15:50,-0.001277,0.027,0.022
11/6/2011 16:00,-0.00139,0.017,0.007
11/6/2011 16:10,-0.001474,0.011,0.005
11/6/2011 16:20,-0.001491,0.007,0.004
11/6/2011 16:30,-0.001458,0.002,0.001
11/6/2011 16:40,-0.001471,0.001,0
11/6/2011 16:50,-0.001451,0,0
11/6/2011 17:00,-0.001451,0,0
11/6/2011 17:10,-0.001427,0,0
11/6/2011 17:20,-0.001201,0,0
11/6/2011 17:30,-0.001451,0,0
11/6/2011 17:40,-0.000923,0,0
11/6/2011 17:50,-0.000939,0,0
11/6/2011 18:00,-0.000951,0,0
11/6/2011 18:10,-0.000488,0,0
11/6/2011 18:20,-0.000649,0,0
11/6/2011 18:30,-0.000544,0,0
11/6/2011 18:40,-0.000496,0,0
