8/15/2011 0:00,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,0,0
8/15/2011 0:10,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,0,0
8/15/2011 0:20,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,0,0
8/15/2011 0:30,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,0,0
8/15/2011 0:40,0,0,0,0,0,0,0,0,0,0,73.59,0,0,0,0,0
8/15/2011 0:50,0,0,0,0,0,0,0,0,0,0,59.095,0,0,0,0,0
8/15/2011 1:00,0,0,0,0,0,0,0,0,0,0,14.495,0,0,0,0,0
8/15/2011 1:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 1:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 1:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 1:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 4:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2011 4:30,0,0,0,0,0,0,0,0,0,0,30.105,0,0,0,0,0
8/15/2011 4:40,0,0,1.025,1.455,1.185,1.315,0,1.065,1.15,1.005,133.8,0,1.035,0.88,1.165,1.795
8/15/2011 4:50,1.11,1.3,1.025,2.91,2.37,2.63,0,1.065,2.3,1.005,370.18,1.87,2.07,1.76,1.165,3.59
8/15/2011 5:00,1.11,2.6,3.075,7.275,4.74,6.575,1.03,3.195,5.75,3.015,666.77,3.74,3.105,3.52,3.495,7.18
8/15/2011 5:10,2.22,3.9,4.1,10.185,5.925,7.89,1.03,4.26,6.9,4.02,918.76,5.61,4.14,4.4,4.66,8.975
8/15/2011 5:20,3.33,5.2,5.125,13.095,8.295,11.835,1.03,6.39,10.35,5.025,1258.835,7.48,6.21,6.16,5.825,12.565
