9/9/2011 11:30,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 11:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 12:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 12:50,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:00,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:10,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:20,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:30,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 13:50,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:00,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:10,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:20,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:30,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 14:50,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:00,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:10,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:20,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:30,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 15:50,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:00,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:10,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:20,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:30,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:40,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 16:50,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 17:00,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
9/9/2011 17:10,0,NAN,0,NAN,0,NAN,0,0,,,,,,,,,,,,,,,
