1,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.002,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
26,0.002,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0
27,0.002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0.002,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5
29,0.002,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
30,0.002,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5
31,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5
32,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5
33,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5
34,0.002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5
35,0.004,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5
