		Putz	90degreen	Gruenwand	Efeu	Optigruen														
07.01.2012	15:00:00	0.375551571	0.217624873	0.424993511	0.822417629	0.272324393														
08.01.2012	13:00:00	0.370736807	0.245525498	0.299674912	0.835070208	0.230428333														
08.01.2012	13:10:00	0.364505937	0.281632188	0.274995801	0.851444133	0.176209901														
08.01.2012	13:20:00	0.375551571	0.272031091	0.265620944	0.86353851	0.204243295														
08.01.2012	13:30:00	0.37938373	0.244272816	0.28622012	0.849272082	0.24453619														
08.01.2012	13:40:00	0.381329287	0.257801772	0.287687915	0.862905881	0.230428333														
08.01.2012	13:50:00	0.38250623	0.265985956	0.303004633	0.837647585	0.22189395														
08.01.2012	14:00:00	0.393434979	0.227987962	0.278269561	0.861580373	0.213969166														
08.01.2012	14:10:00	0.405729822	0.256486457	0.292183039	0.840040864	0.213969166														
08.01.2012	14:20:00	0.394881431	0.246428165	0.309370276	0.824836504	0.264314852														
08.01.2012	14:30:00	0.399780705	0.270276052	0.301608298	0.846294269	0.241578091														
08.01.2012	14:40:00	0.407671113	0.283485032	0.338317203	0.833238913	0.236492236														
08.01.2012	14:50:00	0.434849187	0.251986695	0.341734548	0.645429507	0.297805038														
08.01.2012	15:00:00	0.451093554	0.275157885	0.304497266	0.700157843	0.309886378														
09.01.2012	13:00:00	0.416730471	0.272985586	0.348569239	0.857045739	0.236492236														
09.01.2012	13:10:00	0.408567094	0.263063033	0.333923473	0.854952832	0.230428333														
09.01.2012	13:20:00	0.403610022	0.275157885	0.32240887	0.852667472	0.241022739														
09.01.2012	13:30:00	0.394881431	0.281632188	0.343744751	0.824836504	0.220262377														
09.01.2012	13:40:00	0.420756853	0.265985956	0.303004633	0.837647585	0.22189395														
09.01.2012	13:50:00	0.390776635	0.258797146	0.315873555	0.83130863	0.242883918														
09.01.2012	14:00:00	0.413106728	0.273585554	0.267138778	0.827117158	0.256762999														
09.01.2012	14:10:00	0.399780705	0.231665187	0.301608298	0.817111708	0.193262472														
09.01.2012	14:20:00	0.425256926	0.211224141	0.274995801	0.851444133	0.176209901														
09.01.2012	14:30:00	0.413106728	0.23938736	0.311661908	0.844348765	0.199704555														
09.01.2012	14:40:00	0.390776635	0.258797146	0.252698844	0.83130863	0.242883918														
09.01.2012	14:50:00	0.413106728	0.287264832	0.280495717	0.868473016	0.239645466														
09.01.2012	15:00:00	0.413106728	0.319183147	0.311661908	0.844348765	0.199704555														
10.01.2012	13:00:00	0.425256926	0.281632188	0.274995801	0.851444133	0.176209901														
10.01.2012	13:10:00	0.413106728	0.273585554	0.267138778	0.827117158	0.171175333														
10.01.2012	13:20:00	0.442614352	0.256486457	0.250442605	0.840040864	0.213969166														
10.01.2012	13:30:00	0.393434979	0.227987962	0.333923473	0.861580373	0.285292221														
10.01.2012	13:40:00	0.344255607	0.265985956	0.259718257	0.804141681	0.166420462														
10.01.2012	13:50:00	0.359223242	0.208162922	0.304886649	0.865326374	0.260484202														
10.01.2012	14:00:00	0.413106728	0.23938736	0.311661908	0.844348765	0.199704555														
10.01.2012	14:10:00	0.368845293	0.256486457	0.250442605	0.840040864	0.213969166														
10.01.2012	14:20:00	0.397218008	0.276216185	0.26970742	0.835070208	0.230428333														
10.01.2012	14:30:00	0.393434979	0.227987962	0.222615649	0.861580373	0.285292221														
10.01.2012	14:40:00	0.434849187	0.251986695	0.246048875	0.857045739	0.315322981														
10.01.2012	14:50:00	0.387287558	0.2992342	0.292183039	0.904659391	0.18722302														
10.01.2012	15:00:00	0.442614352	0.341981943	0.333923473	0.775422336	0.213969166														
11.01.2012	13:00:00	0.395527718	0.254667404	0.298399699	0.846915175	0.191206489														
11.01.2012	13:10:00	0.397218008	0.276216185	0.26970742	0.835070208	0.230428333														
11.01.2012	13:20:00	0.425256926	0.281632188	0.274995801	0.851444133	0.176209901														
11.01.2012	13:30:00	0.368845293	0.256486457	0.250442605	0.840040864	0.213969166														
11.01.2012	13:40:00	0.427351788	0.247642097	0.32240887	0.811073937	0.206590919														
11.01.2012	13:50:00	0.368845293	0.256486457	0.250442605	0.840040864	0.213969166														
11.01.2012	14:00:00	0.413106728	0.287264832	0.280495717	0.868473016	0.239645466														
11.01.2012	14:10:00	0.413106728	0.287264832	0.280495717	0.868473016	0.239645466														
11.01.2012	14:20:00	0.399780705	0.231665187	0.301608298	0.758746586	0.193262472														
11.01.2012	14:30:00	0.397218008	0.276216185	0.26970742	0.835070208	0.230428333														
11.01.2012	14:40:00	0.368845293	0.256486457	0.333923473	0.840040864	0.213969166														
11.01.2012	14:50:00	0.38250623	0.265985956	0.259718257	0.871153488	0.22189395														
11.01.2012	15:00:00	0.393434979	0.227987962	0.333923473	0.861580373	0.285292221														
12.01.2012	13:00:00	0.456471523	0.290968062	0.464910029	0.849680091	0.198601215														
12.01.2012	13:10:00	0.421128218	0.278897895	0.453876565	0.781695979	0.247207095														
12.01.2012	13:20:00	0.398922806	0.267127526	0.441409569	0.714409133	0.282843361														
12.01.2012	13:30:00	0.371954334	0.256814026	0.429878494	0.866531984	0.298409105														
12.01.2012	13:40:00	0.361272044	0.245758887	0.417721759	0.949376396	0.318919821														
12.01.2012	13:50:00	0.354902687	0.238564723	0.409658694	0.7709812	0.319115526														
12.01.2012	14:00:00	0.359488156	0.233031943	0.379234623	0.389617319	0.31811345														
12.01.2012	14:10:00	0.364094065	0.235329947	0.380333176	0.478396153	0.314788536														
12.01.2012	14:20:00	0.364505937	0.224025604	0.381244179	0.411208814	0.312372098														
12.01.2012	14:30:00	0.374631101	0.222958816	0.412493702	0.425722067	0.308367327														
12.01.2012	14:40:00	0.391570358	0.221234764	0.420965136	0.484485835	0.305235635														
12.01.2012	14:50:00	0.39682666	0.229953375	0.351195377	0.472383722	0.309886378														
12.01.2012	15:00:00	0.421128218	0.255656404	0.272325939	0.711431172	0.30537347														
13.01.2012	13:00:00	0.326136891	0.251986695	0.246048875	0.857045739	0.157661491														
13.01.2012	13:10:00	0.344255607	0.199489467	0.194788693	0.904659391	0.249630694														
13.01.2012	13:20:00	0.344255607	0.199489467	0.194788693	0.904659391	0.249630694														
13.01.2012	13:30:00	0.413106728	0.23938736	0.233746431	0.904659391	0.299556832														
13.01.2012	13:40:00	0.413106728	0.23938736	0.233746431	0.814193452	0.149778416														
13.01.2012	13:50:00	0.344255607	0.398978933	0.389577385	0.904659391	0														
13.01.2012	14:00:00	0.459007476	0.265985956	0.259718257	0.804141681	0.332840925														
13.01.2012	14:10:00	0.344255607	0.265985956	0.259718257	0.804141681	0.166420462														
13.01.2012	14:20:00	0.258191705	0.2992342	0.292183039	0.678494544	0.37444604														
13.01.2012	14:30:00	0.413106728	0.23938736	0.233746431	0.723727513	0.299556832														
13.01.2012	14:40:00	0.295076234	0.341981943	0.333923473	0.775422336	0.213969166														
13.01.2012	14:50:00	0.258191705	0.2992342	0.292183039	0.678494544	0.37444604														
13.01.2012	15:00:00	0.295076234	0.341981943	0.333923473	0.775422336	0.427938332														
14.01.2012	13:00:00	0.425883225	0.296149311	0.361463553	0.858027464	0.216175034														
14.01.2012	13:10:00	0.425256926	0.281632188	0.309370276	0.878051762	0.220262377														
14.01.2012	13:20:00	0.413106728	0.277185364	0.344468425	0.857045739	0.252258385														
14.01.2012	13:30:00	0.413106728	0.273585554	0.36731582	0.891735686	0.278159916														
14.01.2012	13:40:00	0.407844222	0.274456846	0.401984308	0.944994524	0.286200795														
14.01.2012	13:50:00	0.403030954	0.291935805	0.285056623	0.882594528	0.219187926														
14.01.2012	14:00:00	0.409209495	0.271004559	0.352824802	0.751037985	0.254340707														
14.01.2012	14:10:00	0.37133189	0.242077106	0.393954659	0.576000362	0.302922639														
14.01.2012	14:20:00	0.389075589	0.232093008	0.401448164	0.501196339	0.307025008														
14.01.2012	14:30:00	0.412022458	0.232475914	0.411050154	0.408402665	0.306632978														
14.01.2012	14:40:00	0.407671113	0.251986695	0.353695257	0.714204783	0.275907609														
14.01.2012	14:50:00	0.437183501	0.242324628	0.401527612	0.638256626	0.303232376														
14.01.2012	15:00:00	0.455632421	0.264030177	0.317963895	0.71175408	0.308367327														
15.01.2012	13:00:00	0.424172087	0.2992342	0.438274558	0.888504759	0.18722302														
15.01.2012	13:10:00	0.415083315	0.286348517	0.436177551	0.848388712	0.243658667														
15.01.2012	13:20:00	0.408006645	0.295539951	0.317433425	0.871153488	0.22189395														
15.01.2012	13:30:00	0.407671113	0.283485032	0.338317203	0.880852565	0.236492236														
15.01.2012	13:40:00	0.413106728	0.287264832	0.327245003	0.868473016	0.239645466														
15.01.2012	13:50:00	0.413106728	0.265985956	0.311661908	0.884555849	0.26627274														
15.01.2012	14:00:00	0.427351788	0.247642097	0.32240887	0.87346424	0.206590919														
15.01.2012	14:10:00	0.354091481	0.205189166	0.267138778	0.87881198	0.171175333														
15.01.2012	14:20:00	0.395527718	0.305600885	0.298399699	0.846915175	0.254941985														
15.01.2012	14:30:00	0.425256926	0.281632188	0.274995801	0.851444133	0.264314852														
15.01.2012	14:40:00	0.38250623	0.265985956	0.259718257	0.871153488	0.22189395														
15.01.2012	14:50:00	0.38250623	0.265985956	0.259718257	0.871153488	0.22189395														
15.01.2012	15:00:00	0.413106728	0.205189166	0.333923473	0.930506803	0.256762999														
16.01.2012	13:00:00	0.4265776	0.286224017	0.33029387	0.904659391	0.227923677														
16.01.2012	13:10:00	0.416730471	0.293984477	0.348569239	0.872916957	0.236492236														
16.01.2012	13:20:00	0.386597205	0.281632188	0.412493702	0.83209313	0.272324393														
16.01.2012	13:30:00	0.367205981	0.265985956	0.425937941	0.844348765	0.292900014														
16.01.2012	13:40:00	0.369159204	0.264854101	0.437652892	0.962403608	0.305930382														
16.01.2012	13:50:00	0.370237162	0.248420845	0.433680485	0.910349073	0.32028089														
16.01.2012	14:00:00	0.367339802	0.244272816	0.429330179	0.543323133	0.323137108														
16.01.2012	14:10:00	0.377041855	0.24065396	0.420496225	0.58396003	0.316991357														
16.01.2012	14:20:00	0.387942866	0.236957032	0.427150838	0.546469379	0.311721577														
16.01.2012	14:30:00	0.400619875	0.235166424	0.435698637	0.401058068	0.309365998														
16.01.2012	14:40:00	0.414835208	0.240388981	0.459668714	0.628340833	0.300810208														
16.01.2012	14:50:00	0.418765724	0.229549523	0.39064472	0.565102305	0.311867387														
16.01.2012	15:00:00	0.434849187	0.246508723	0.315584426	0.695573354	0.315322981														
17.01.2012	13:00:00	0.37938373	0.29312738	0.333923473	0.996971574	0.24453619														
17.01.2012	13:10:00	0.370736807	0.306906872	0.299674912	1.020641365	0.230428333														
17.01.2012	13:20:00	0.361468387	0.2992342	0.350619647	1.0403583	0.224667624														
17.01.2012	13:30:00	0.336249662	0.334028875	0.326157811	1.009852344	0.208993139														
17.01.2012	13:40:00	0.370736807	0.306906872	0.359609894	1.020641365	0.230428333														
17.01.2012	13:50:00	0.384285328	0.334028875	0.326157811	1.051929525	0.208993139														
17.01.2012	14:00:00	0.375551571	0.326437309	0.318745133	1.028022036	0.204243295														
17.01.2012	14:10:00	0.395527718	0.305600885	0.348132982	1.039395897	0.254941985														
17.01.2012	14:20:00	0.387287558	0.2992342	0.340880212	1.055435957	0.249630694														
17.01.2012	14:30:00	0.380493039	0.314983369	0.369073312	1.047500348	0.236492236														
17.01.2012	14:40:00	0.370736807	0.306906872	0.359609894	1.067034154	0.230428333														
17.01.2012	14:50:00	0.361468387	0.2992342	0.350619647	1.0403583	0.224667624														
17.01.2012	15:00:00	0.367205981	0.319183147	0.363605559	1.08559127	0.26627274														
18.01.2012	13:00:00	0.434156752	0.304952051	0.446649231	0.875848583	0.209880583														
18.01.2012	13:10:00	0.431884307	0.293793578	0.456868024	0.86353851	0.231475734														
18.01.2012	13:20:00	0.399220788	0.271573896	0.441957538	0.821035414	0.276901274														
18.01.2012	13:30:00	0.3807062	0.262856709	0.439993282	0.851444133	0.293683169														
18.01.2012	13:40:00	0.366339929	0.261971073	0.432210382	0.949038909	0.305208848														
18.01.2012	13:50:00	0.358928797	0.251160509	0.429173775	0.937286451	0.314289136														
18.01.2012	14:00:00	0.358685482	0.243687732	0.426902164	0.660888897	0.31390686														
18.01.2012	14:10:00	0.354440684	0.240803853	0.421850068	0.663773755	0.310191986														
18.01.2012	14:20:00	0.372943574	0.232737711	0.422042167	0.603106261	0.307877855														
18.01.2012	14:30:00	0.374678195	0.233820212	0.424005154	0.517549326	0.30652327														
18.01.2012	14:40:00	0.399220788	0.241399019	0.419041221	0.64365122	0.293683169														
18.01.2012	14:50:00	0.401074493	0.278897895	0.363101252	0.825611483	0.261748688														
18.01.2012	15:00:00	0.401631541	0.265985956	0.324647821	0.879529964	0.249630694														
19.01.2012	13:00:00	0.367205981	0.265985956	0.259718257	0.844348765	0.199704555														
19.01.2012	13:10:00	0.393434979	0.227987962	0.278269561	0.861580373	0.213969166														
19.01.2012	13:20:00	0.364505937	0.281632188	0.274995801	0.851444133	0.176209901														
19.01.2012	13:30:00	0.354091481	0.273585554	0.267138778	0.87881198	0.171175333														
19.01.2012	13:40:00	0.399780705	0.231665187	0.226206224	0.87547683	0.193262472														
19.01.2012	13:50:00	0.393434979	0.227987962	0.222615649	0.861580373	0.285292221														
19.01.2012	14:00:00	0.375551571	0.217624873	0.212496755	0.904659391	0.272324393														
19.01.2012	14:10:00	0.309830046	0.23938736	0.233746431	0.904659391	0.149778416														
19.01.2012	14:20:00	0.309830046	0.23938736	0.233746431	0.814193452	0.299556832														
19.01.2012	14:30:00	0.344255607	0.265985956	0.259718257	0.904659391	0.166420462														
19.01.2012	14:40:00	0.295076234	0.170990971	0.333923473	0.775422336	0.213969166														
19.01.2012	14:50:00	0.413106728	0.23938736	0.233746431	0.904659391	0.299556832														
19.01.2012	15:00:00	0.51638341	0.2992342	0.292183039	0.904659391	0.37444604														
20.01.2012	13:00:00	0.413106728	0.279285253	0.331140777	0.859426422	0.249630694														
20.01.2012	13:10:00	0.403424539	0.261829925	0.328705919	0.862253483	0.234028775														
20.01.2012	13:20:00	0.397806479	0.248253559	0.346291009	0.844348765	0.26627274														
20.01.2012	13:30:00	0.390776635	0.258797146	0.2842862	0.880209138	0.242883918														
20.01.2012	13:40:00	0.38556628	0.255346517	0.38438302	0.916721517	0.292900014														
20.01.2012	13:50:00	0.375551571	0.250268604	0.393118998	0.912883568	0.299556832														
20.01.2012	14:00:00	0.381329287	0.23938736	0.395570883	0.73764535	0.311078249														
20.01.2012	14:10:00	0.376047022	0.2337027	0.40088438	0.739958869	0.316154968														
20.01.2012	14:20:00	0.390156354	0.226088062	0.396070341	0.633261574	0.307877855														
20.01.2012	14:30:00	0.403610022	0.225629466	0.403011088	0.528237898	0.303000014														
20.01.2012	14:40:00	0.423182502	0.233548644	0.387677008	0.661945896	0.292250568														
20.01.2012	14:50:00	0.394040264	0.235704478	0.402763081	0.729294648	0.304165399														
20.01.2012	15:00:00	0.391413909	0.240480453	0.33621062	0.772471718	0.307763869														
21.01.2012	13:00:00	0.403610022	0.275157885	0.32240887	0.852667472	0.241022739														
21.01.2012	13:10:00	0.380493039	0.283485032	0.307561093	0.857045739	0.236492236														
21.01.2012	13:20:00	0.400775184	0.285835654	0.313987743	0.864152255	0.223549875														
21.01.2012	13:30:00	0.419561521	0.261829925	0.292183039	0.876388785	0.234028775														
21.01.2012	13:40:00	0.406334487	0.274706807	0.306552696	0.860167946	0.245538387														
21.01.2012	13:50:00	0.38250623	0.265985956	0.303004633	0.837647585	0.22189395														
21.01.2012	14:00:00	0.387287558	0.249361833	0.292183039	0.86696525	0.249630694														
21.01.2012	14:10:00	0.404126147	0.260203652	0.304886649	0.865326374	0.260484202														
21.01.2012	14:20:00	0.403030954	0.291935805	0.285056623	0.882594528	0.219187926														
21.01.2012	14:30:00	0.354091481	0.273585554	0.267138778	0.87881198	0.256762999														
21.01.2012	14:40:00	0.413106728	0.23938736	0.311661908	0.844348765	0.199704555														
21.01.2012	14:50:00	0.368845293	0.256486457	0.250442605	0.904659391	0.213969166														
21.01.2012	15:00:00	0.344255607	0.2992342	0.292183039	0.829271109	0.249630694														
22.01.2012	13:00:00	0.378681167	0.279285253	0.311661908	0.844348765	0.249630694														
22.01.2012	13:10:00	0.399780705	0.270276052	0.301608298	0.846294269	0.241578091														
22.01.2012	13:20:00	0.399780705	0.270276052	0.301608298	0.846294269	0.241578091														
22.01.2012	13:30:00	0.392900421	0.273213835	0.393811922	0.904659391	0.276764465														
22.01.2012	13:40:00	0.3781963	0.262988931	0.408233203	0.927594418	0.295337722														
22.01.2012	13:50:00	0.362374323	0.244987064	0.410081458	0.936401826	0.30656401														
22.01.2012	14:00:00	0.36759497	0.243444773	0.409386405	0.787104781	0.313096124														
22.01.2012	14:10:00	0.368114906	0.237017188	0.39922039	0.810610643	0.304005696														
22.01.2012	14:20:00	0.372875432	0.227446423	0.399756367	0.726306115	0.298845296														
22.01.2012	14:30:00	0.368474594	0.228560796	0.405238787	0.650081874	0.293535589														
22.01.2012	14:40:00	0.375551571	0.223506626	0.4135072	0.622370097	0.301764868														
22.01.2012	14:50:00	0.372550588	0.229549523	0.416260768	0.739424799	0.294085475														
22.01.2012	15:00:00	0.409115359	0.237074439	0.366993189	0.86969671	0.296662563														
23.01.2012	13:00:00	0.491793724	0.2992342	0.431317819	0.796961845	0.196138402														
23.01.2012	13:10:00	0.460318926	0.287264832	0.440778984	0.87881198	0.222527933														
23.01.2012	13:20:00	0.408006645	0.280762953	0.404006177	0.882322123	0.258876275														
23.01.2012	13:30:00	0.399023544	0.272031091	0.398431416	0.904659391	0.272324393														
23.01.2012	13:40:00	0.382026598	0.255146403	0.424993511	0.947198234	0.309886378														
23.01.2012	13:50:00	0.369201665	0.242856742	0.406515532	0.935251738	0.289426891														
23.01.2012	14:00:00	0.360648731	0.227987962	0.371026081	0.904659391	0.261517869														
23.01.2012	14:10:00	0.376656134	0.23938736	0.371244332	0.872730236	0.264314852														
23.01.2012	14:20:00	0.380796705	0.254098315	0.365636875	0.838957871	0.267760297														
23.01.2012	14:30:00	0.38635881	0.258331684	0.35314209	0.859101005	0.258610215														
23.01.2012	14:40:00	0.38301286	0.253655481	0.35603761	0.826774808	0.257896611														
23.01.2012	14:50:00	0.39432915	0.261149847	0.339994809	0.838865981	0.245091954														
23.01.2012	15:00:00	0.399023544	0.272031091	0.345307228	0.86353851	0.238283844														
24.01.2012	13:00:00	0.404589064	0.271470202	0.337365983	0.876680235	0.247057181														
24.01.2012	13:10:00	0.385099492	0.284018902	0.316944313	0.858659761	0.203089378														
24.01.2012	13:20:00	0.383599105	0.273585554	0.300531126	0.852964569	0.213969166														
24.01.2012	13:30:00	0.371796055	0.23938736	0.327245003	0.850379828	0.239645466														
24.01.2012	13:40:00	0.372276412	0.250521656	0.380517446	0.904659391	0.278657518														
24.01.2012	13:50:00	0.363927356	0.23938736	0.389577385	0.896043588	0.299556832														
24.01.2012	14:00:00	0.38250623	0.236431961	0.389577385	0.882322123	0.277367437														
24.01.2012	14:10:00	0.328607625	0.217624873	0.265620944	0.904659391	0.204243295														
24.01.2012	14:20:00	0.351580194	0.254667404	0.298399699	0.885411319	0.191206489														
24.01.2012	14:30:00	0.38250623	0.221654963	0.303004633	0.904659391	0.22189395														
24.01.2012	14:40:00	0.37938373	0.244272816	0.28622012	0.886196955	0.24453619														
24.01.2012	14:50:00	0.380493039	0.251986695	0.246048875	0.904659391	0.236492236														
24.01.2012	15:00:00	0.405729822	0.2992342	0.292183039	0.904659391	0.213969166														
25.01.2012	13:00:00	0.437149977	0.303983949	0.457598833	0.813714797	0.190194814														
25.01.2012	13:10:00	0.40668538	0.285280274	0.44811492	0.862473202	0.217295112														
25.01.2012	13:20:00	0.388320324	0.268113843	0.43944329	0.861235741	0.263610012														
25.01.2012	13:30:00	0.385280886	0.260473293	0.423892491	0.890597328	0.279379429														
25.01.2012	13:40:00	0.373664377	0.252619827	0.411111813	0.918297473	0.301062143														
25.01.2012	13:50:00	0.381329287	0.257801772	0.431531873	0.939453983	0.299556832														
25.01.2012	14:00:00	0.389158512	0.260203652	0.372639238	0.87843738	0.260484202														
25.01.2012	14:10:00	0.379868256	0.247642097	0.349276276	0.852667472	0.241022739														
25.01.2012	14:20:00	0.390498897	0.250106197	0.395391973	0.801141153	0.2980665														
25.01.2012	14:30:00	0.405859242	0.235187582	0.410081458	0.679288104	0.294301449														
25.01.2012	14:40:00	0.423699208	0.233249223	0.425538374	0.746923908	0.299556832														
25.01.2012	14:50:00	0.426806696	0.238165996	0.417404341	0.798500381	0.298028481														
25.01.2012	15:00:00	0.436530305	0.240621316	0.415683086	0.946628126	0.30110094														
26.01.2012	13:00:00	0.418335927	0.272719777	0.325469714	0.847402468	0.227511518														
26.01.2012	13:10:00	0.413106728	0.277185364	0.344468425	0.8760912	0.252258385														
26.01.2012	13:20:00	0.413106728	0.287264832	0.397368933	0.868473016	0.269601149														
26.01.2012	13:30:00	0.405006596	0.281632188	0.320828435	0.886920972	0.234946535														
26.01.2012	13:40:00	0.422495517	0.272031091	0.318745133	0.86353851	0.204243295														
26.01.2012	13:50:00	0.401631541	0.265985956	0.324647821	0.854400536	0.249630694														
26.01.2012	14:00:00	0.402376683	0.24871414	0.333923473	0.869412922	0.233420908														
26.01.2012	14:10:00	0.397946848	0.241583574	0.386003281	0.879760509	0.274822782														
26.01.2012	14:20:00	0.421537478	0.244272816	0.28622012	0.849272082	0.24453619														
26.01.2012	14:30:00	0.390776635	0.258797146	0.315873555	0.83130863	0.242883918														
26.01.2012	14:40:00	0.401631541	0.265985956	0.324647821	0.854400536	0.249630694														
26.01.2012	14:50:00	0.430319508	0.199489467	0.292183039	0.829271109	0.249630694														
26.01.2012	15:00:00	0.434849187	0.251986695	0.246048875	0.857045739	0.315322981														
27.01.2012	13:00:00	0.418506816	0.312924654	0.427771246	0.83961852	0.234946535														
27.01.2012	13:10:00	0.41082437	0.304193883	0.439081694	0.869672564	0.248251518														
27.01.2012	13:20:00	0.400129553	0.288267502	0.428331156	0.871504335	0.282304868														
27.01.2012	13:30:00	0.395733081	0.279658131	0.415063756	0.870840349	0.293957639														
27.01.2012	13:40:00	0.385680555	0.268193308	0.417057947	0.885890524	0.310743602														
27.01.2012	13:50:00	0.384285328	0.259800236	0.416757203	0.897646528	0.313489708														
27.01.2012	14:00:00	0.396338558	0.256170976	0.422641148	0.874615353	0.309505214														
27.01.2012	14:10:00	0.41173428	0.25449819	0.419345757	0.901653879	0.308513681														
27.01.2012	14:20:00	0.419093782	0.251530197	0.423453679	0.852215369	0.303898236														
27.01.2012	14:30:00	0.428054669	0.251986695	0.430585531	0.815383794	0.305469138														
27.01.2012	14:40:00	0.431188841	0.241805414	0.424993511	0.810233664	0.302582659														
27.01.2012	14:50:00	0.437558528	0.246099155	0.436909217	0.873658602	0.307955622														
27.01.2012	15:00:00	0.452632372	0.251208958	0.425649365	0.960502564	0.305104181														
28.01.2012	13:00:00	0.43257249	0.313334241	0.452807222	0.814667096	0.219570453														
28.01.2012	13:10:00	0.405729822	0.288547264	0.438274558	0.84811818	0.254088385														
28.01.2012	13:20:00	0.387814479	0.273585554	0.43887085	0.864042031	0.281216618														
28.01.2012	13:30:00	0.381584528	0.269190606	0.431820716	0.893759881	0.300759872														
28.01.2012	13:40:00	0.377570665	0.257405764	0.427278422	0.920871925	0.311367317														
28.01.2012	13:50:00	0.381748792	0.252818334	0.424292202	0.925559113	0.316363651														
28.01.2012	14:00:00	0.388109824	0.243961641	0.416872616	0.887372906	0.305280848														
28.01.2012	14:10:00	0.394082076	0.244112111	0.415207476	0.916562805	0.305469138														
28.01.2012	14:20:00	0.401428799	0.236849685	0.41297956	0.856709247	0.296381318														
28.01.2012	14:30:00	0.413106728	0.243587138	0.410081458	0.818954818	0.294301449														
28.01.2012	14:40:00	0.420229258	0.23938736	0.41107131	0.836030058	0.289227286														
28.01.2012	14:50:00	0.434849187	0.243587138	0.418283087	0.869742713	0.294301449														
28.01.2012	15:00:00	0.442614352	0.246986959	0.408128689	0.933378737	0.297179397														
29.01.2012	13:00:00	0.409016562	0.284420626	0.347148165	0.841960226	0.237272738														
29.01.2012	13:10:00	0.409545463	0.288915779	0.342559425	0.842269089	0.258238649														
29.01.2012	13:20:00	0.407075973	0.279576479	0.358297449	0.845229212	0.262385547														
29.01.2012	13:30:00	0.413106728	0.276216185	0.341629399	0.848988044	0.253471166														
29.01.2012	13:40:00	0.409545463	0.288915779	0.342559425	0.857866664	0.258238649														
29.01.2012	13:50:00	0.409385046	0.280363575	0.357990029	0.880209138	0.242883918														
29.01.2012	14:00:00	0.404589064	0.271470202	0.337365983	0.858027464	0.247057181														
29.01.2012	14:10:00	0.399780705	0.250970619	0.358159854	0.86088555	0.2657359														
29.01.2012	14:20:00	0.413106728	0.273585554	0.356185038	0.87881198	0.256762999														
29.01.2012	14:30:00	0.405006596	0.258162839	0.343744751	0.869182553	0.264314852														
29.01.2012	14:40:00	0.404589064	0.246791093	0.361463553	0.858027464	0.247057181														
29.01.2012	14:50:00	0.403610022	0.247642097	0.349276276	0.87346424	0.241022739														
29.01.2012	15:00:00	0.413106728	0.23938736	0.327245003	0.868473016	0.239645466														
30.01.2012	13:00:00	0.423699208	0.319183147	0.455505866	0.770120302	0.245790221														
30.01.2012	13:10:00	0.401891161	0.292464196	0.454800748	0.810509319	0.284646764														
30.01.2012	13:20:00	0.383123175	0.279928768	0.452412447	0.831702989	0.314051518														
30.01.2012	13:30:00	0.372840007	0.267906432	0.447240464	0.868734289	0.324429782														
30.01.2012	13:40:00	0.364910943	0.255346517	0.436326671	0.898628329	0.329512516														
30.01.2012	13:50:00	0.369756022	0.251208958	0.432863761	0.910243709	0.323595344														
30.01.2012	14:00:00	0.376094276	0.242154844	0.432363341	0.899430146	0.320335341														
30.01.2012	14:10:00	0.386931922	0.237408952	0.424993511	0.922104614	0.313585665														
30.01.2012	14:20:00	0.397433302	0.233548644	0.424417639	0.877691225	0.308486711														
30.01.2012	14:30:00	0.405333214	0.231665187	0.427278422	0.841430509	0.305998915														
30.01.2012	14:40:00	0.415382798	0.230814259	0.424993511	0.867276772	0.30533341														
30.01.2012	14:50:00	0.425256926	0.236827067	0.431243416	0.909497142	0.304362557														
30.01.2012	15:00:00	0.440099497	0.238027205	0.424993511	0.950920383	0.297854805														
31.01.2012	13:00:00	0.415351873	0.312244383	0.431922753	0.806326849	0.244203939														
31.01.2012	13:10:00	0.403030954	0.291935805	0.433286067	0.838464802	0.27763804														
31.01.2012	13:20:00	0.380493039	0.283485032	0.440837567	0.857045739	0.315322981														
31.01.2012	13:30:00	0.374826568	0.268039901	0.433198019	0.880209138	0.323845224														
31.01.2012	13:40:00	0.368329425	0.267845997	0.433166463	0.904659391	0.324694469														
31.01.2012	13:50:00	0.368375426	0.259209243	0.431760924	0.910421553	0.324360901														
31.01.2012	14:00:00	0.377767214	0.247155092	0.427500847	0.907328003	0.31811345														
31.01.2012	14:10:00	0.385099492	0.243444773	0.429195424	0.919992602	0.313096124														
31.01.2012	14:20:00	0.400197143	0.23938736	0.423665406	0.893351149	0.308917983														
31.01.2012	14:30:00	0.410370922	0.237802013	0.425697143	0.862721539	0.307492113														
31.01.2012	14:40:00	0.417501481	0.237689577	0.422732907	0.891827343	0.297432316														
31.01.2012	14:50:00	0.422236159	0.238064778	0.413253359	0.899661273	0.297901822														
31.01.2012	15:00:00	0.419318859	0.251986695	0.404223151	0.911461342	0.292799911														
01.02.2012	13:00:00	0.417621556	0.313950636	0.434282987	0.800846019	0.245538387														
01.02.2012	13:10:00	0.393434979	0.296384351	0.434100515	0.835732962	0.285292221														
01.02.2012	13:20:00	0.381863362	0.281632188	0.432136259	0.851444133	0.314660538														
01.02.2012	13:30:00	0.373384927	0.276216185	0.431531873	0.876823718	0.322599666														
