datetime               Putz         90degreen GrünwanEfeu   Optigruen                                        
24.10.2011 13:00:00      1.445873548       ###    ###    ###         0                                       
31.10.2011	14:20:00      1.572271876       ###    ###    ###         0                                       
31.10.2011	14:30:00      3.898112359       ###    ###    ###         0                                       
31.10.2011	14:40:00      2.633555392       ###    ###    ###         0                                       
31.10.2011	14:50:00      2.134384762       ###    ###    ###         0                                       
31.10.2011	15:00:00       1.975727832.28979214    ###    ###         0                                       
01.11.2011	13:00:00       2.06553364       ###    ###    ###7.43344732                                       
01.11.2011	13:10:00       2.06553364       ###    ###    ###       ###                                       
01.11.2011	13:20:00       2.06553364       ###    ###    ###       ###                                       
01.11.2011	13:30:00       2.06553364       ###    ###    ###       ###                                       
01.11.2011	13:40:00      2.011177492       ###    ###    ###5.75464441                                       
01.11.2011	13:50:00      2.002941712       ###    ###    ###       ###                                       
01.11.2011	14:00:00      2.000985714       ###    ###    ###       ###                                       
01.11.2011	14:10:00      2.008157706       ###    ###    ###       ###                                       
01.11.2011	14:20:00       2.06553364       ###    ###    ###       ###                                       
01.11.2011	14:30:00       2.06553364       ###    ###    ###       ###                                       
01.11.2011	14:40:00       2.06553364       ###    ###    ###7.87723522                                       
01.11.2011	14:50:00      1.910618617       ###    ###    ###       ###                                       
01.11.2011	15:00:00       1.82535531       ###    ###    ###       ###                                       
02.11.2011	13:00:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	13:10:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	13:20:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	13:30:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	13:40:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	13:50:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:00:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:10:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:20:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:30:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:40:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	14:50:00       2.06553364       ###    ###    ###       ###                                       
02.11.2011	15:00:00       2.06553364       ###    ###    ###9.92282007                                       
03.11.2011	13:00:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	13:10:00       2.06553364       ###    ###    ###       ###                                       
03.11.2011	13:20:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	13:30:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	13:40:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	13:50:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:00:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:10:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:20:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:30:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:40:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	14:50:00       2.06553364       ###    ###    ###         0                                       
03.11.2011	15:00:00       2.06553364       ###    ###    ###         0                                       
04.11.2011	13:00:00      1.997811226       ###    ###    ###         0                                       
04.11.2011	13:10:00      1.968711751       ###    ###    ###         0                                       
04.11.2011	13:20:00      1.868816151       ###    ###    ###         0                                       
04.11.2011	13:30:00       1.82122321       ###    ###    ###         0                                       
04.11.2011	13:40:00      1.812611154       ###    ###    ###         0                                       
04.11.2011	13:50:00      1.804624128       ###    ###    ###         0                                       
04.11.2011	14:00:00      1.740618236       ###    ###    ###         0                                       
04.11.2011	14:10:00      1.559688667       ###    ###    ###         0                                       
04.11.2011	14:20:00      1.441570353       ###    ###    ###         0                                       
04.11.2011	14:30:00      1.377022427       ###    ###    ###         0                                       
04.11.2011	14:40:00         1.308853       ###    ###    ###         0                                       
04.11.2011	14:50:00      1.6899820692.21251954    ###    ###         0                                       
04.11.2011	15:00:00      1.403917396       ###    ###    ###         0                                       
05.11.2011	13:00:00      1.755703594       ###    ###    ###         0                                       
05.11.2011	13:10:00      1.763260425       ###    ###    ###         0                                       
05.11.2011	13:20:00      1.797282518       ###    ###    ###         0                                       
05.11.2011	13:30:00      1.803705433       ###    ###    ###         0                                       
05.11.2011	13:40:00      1.807341935       ###    ###    ###         0                                       
05.11.2011	13:50:00      1.7961162092.25509832    ###    ###         0                                       
05.11.2011	14:00:00      1.659199154       ###    ###    ###         0                                       
05.11.2011	14:10:00      1.427648251       ###    ###    ###         0                                       
05.11.2011	14:20:00      1.041747401       ###    ###    ###         0                                       
05.11.2011	14:30:00      0.947492496       ###    ###    ###         0                                       
05.11.2011	14:40:00      0.986866073       ###    ###    ###         0                                       
05.11.2011	14:50:00      1.077669725       ###    ###    ###         0                                       
05.11.2011	15:00:00      1.101617942       ###    ###    ###         0                                       
06.11.2011	13:00:00      1.082339628       ###    ###    ###       ###                                       
06.11.2011	13:10:00      1.027628677       ###    ###    ###       ###                                       
06.11.2011	13:20:00      0.996799817       ###    ###    ###       ###                                       
06.11.2011	13:30:00       0.970687941.08574595    ###    ###       ###                                       
06.11.2011	13:40:00       0.75441405       ###    ###    ###       ###                                       
06.11.2011	13:50:00      0.818563332       ###    ###    ###       ###                                       
06.11.2011	14:00:00      1.139604767       ###    ###    ###       ###                                       
06.11.2011	14:10:00      1.057553224       ###    ###    ###       ###                                       
06.11.2011	14:20:00      0.720739398       ###    ###    ###       ###                                       
06.11.2011	14:30:00      0.658337415       ###    ###    ###       ###                                       
06.11.2011	14:40:00      0.647406066       ###    ###    ###       ###                                       
06.11.2011	14:50:00      0.433581406       ###    ###    ###       ###                                       
06.11.2011	15:00:00      0.285921124       ###    ###    ###       ###                                       
07.11.2011	13:00:00      0.413106728       ###    ###    ###       ###                                       
07.11.2011	13:10:00      0.3857321860.24515573    ###    ###       ###                                       
07.11.2011	13:20:00      0.380159566       ###    ###    ###       ###                                       
07.11.2011	13:30:00      0.3915063760.23469349    ###    ###       ###                                       
07.11.2011	13:40:00      0.391739139       ###    ###    ###       ###                                       
07.11.2011	13:50:00      0.396480142       ###    ###    ###       ###                                       
07.11.2011	14:00:00      0.408648742       ###    ###    ###       ###                                       
07.11.2011	14:10:00       0.42061776       ###    ###    ###0.30500332                                       
07.11.2011	14:20:00      0.4195615210.22442565    ###    ###       ###                                       
07.11.2011	14:30:00      0.440195694       ###    ###    ###       ###                                       
07.11.2011	14:40:00      0.454417401       ###    ###    ###       ###                                       
07.11.2011	14:50:00      0.413106728       ###    ###    ###0.26627274                                       
07.11.2011	15:00:00      0.466410822       ###    ###    ###       ###                                       
08.11.2011	13:00:00      0.349899141       ###    ###    ###       ###                                       
08.11.2011	13:10:00      0.346843995       ###    ###    ###       ###                                       
08.11.2011	13:20:00      0.353250409       ###    ###    ###       ###                                       
08.11.2011	13:30:00      0.361468387       ###    ###    ###       ###                                       
08.11.2011	13:40:00      0.371433681       ###    ###    ###       ###                                       
08.11.2011	13:50:00      0.381192904       ###    ###    ###       ###                                       
08.11.2011	14:00:00      0.390302535       ###    ###    ###       ###                                       
08.11.2011	14:10:00      0.398286756       ###    ###    ###0.29552692                                       
08.11.2011	14:20:00      0.415760519       ###    ###    ###0.30148118                                       
08.11.2011	14:30:00      0.428440384       ###    ###    ###       ###                                       
08.11.2011	14:40:00      0.444956226       ###    ###    ###       ###                                       
08.11.2011	14:50:00      0.459007476       ###    ###    ###0.31065153                                       
08.11.2011	15:00:00      0.476220256       ###    ###    ###       ###                                       
09.11.2011	13:00:00      0.449029052       ###    ###    ###       ###                                       
09.11.2011	13:10:00      0.439475243       ###    ###    ###       ###                                       
09.11.2011	13:20:00      0.427351788       ###    ###    ###       ###                                       
09.11.2011	13:30:00      0.426221227       ###    ###    ###       ###                                       
09.11.2011	13:40:00      0.433762064       ###    ###    ###       ###                                       
09.11.2011	13:50:00      0.433328736       ###    ###    ###       ###                                       
09.11.2011	14:00:00      0.426432752       ###    ###    ###       ###                                       
09.11.2011	14:10:00      0.434849187       ###    ###    ###       ###                                       
09.11.2011	14:20:00      0.449494367       ###    ###    ###       ###                                       
09.11.2011	14:30:00      0.452560741       ###    ###    ###       ###                                       
09.11.2011	14:40:00      0.462964437       ###    ###    ###       ###                                       
09.11.2011	14:50:00      0.4738577180.25346897    ###    ###       ###                                       
09.11.2011	15:00:00      0.477847335       ###    ###    ###       ###                                       
10.11.2011	13:00:00      0.438143499       ###    ###    ###       ###                                       
10.11.2011	13:10:00      0.4131067280.23938736    ###    ###       ###                                       
10.11.2011	13:20:00      0.430319508 0.2992342    ###    ###       ###                                       
10.11.2011	13:30:00      0.375551571       ###    ###    ###       ###                                       
10.11.2011	13:40:00      0.413106728 0.2992342    ###    ###       ###                                       
10.11.2011	13:50:00      0.433095763       ###    ###    ###       ###                                       
10.11.2011	14:00:00      0.438143499       ###    ###    ###       ###                                       
10.11.2011	14:10:00      0.423699208       ###    ###    ###       ###                                       
10.11.2011	14:20:00      0.436939809       ###    ###    ###       ###                                       
10.11.2011	14:30:00      0.420756853       ###    ###    ###       ###                                       
10.11.2011	14:40:00      0.432320995       ###    ###    ###       ###                                       
10.11.2011	14:50:00      0.399780705       ###    ###    ###       ###                                       
10.11.2011	15:00:00      0.393434979       ###    ###    ###       ###                                       
11.11.2011	13:00:00      0.349455842       ###    ###    ###       ###                                       
11.11.2011	13:10:00      0.349104277       ###    ###    ###       ###                                       
11.11.2011	13:20:00      0.354247194       ###    ###    ###       ###                                       
11.11.2011	13:30:00      0.358997031       ###    ###    ###0.27918395                                       
11.11.2011	13:40:00      0.372306064       ###    ###    ###       ###                                       
11.11.2011	13:50:00      0.388220781       ###    ###    ###       ###                                       
11.11.2011	14:00:00      0.397770979       ###    ###    ###       ###                                       
11.11.2011	14:10:00      0.415059951       ###    ###    ###       ###                                       
11.11.2011	14:20:00       0.42816301       ###    ###    ###       ###                                       
11.11.2011	14:30:00      0.442614352       ###    ###    ###       ###                                       
11.11.2011	14:40:00      0.463916647       ###    ###    ###       ###                                       
11.11.2011	14:50:00      0.453409824       ###    ###    ###       ###                                       
11.11.2011	15:00:00      0.454417401       ###    ###    ###       ###                                       
12.11.2011	13:00:00      0.341154205       ###    ###    ###       ###                                       
12.11.2011	13:10:00      0.343285873       ###    ###    ###       ###                                       
12.11.2011	13:20:00      0.346086754       ###    ###    ###       ###                                       
12.11.2011	13:30:00      0.356488039       ###    ###    ###       ###                                       
12.11.2011	13:40:00      0.362727859       ###    ###    ###       ###                                       
12.11.2011	13:50:00       0.37688647       ###    ###    ###       ###                                       
12.11.2011	14:00:00      0.389088895       ###    ###    ###       ###                                       
12.11.2011	14:10:00      0.406489458       ###    ###    ###       ###                                       
12.11.2011	14:20:00      0.419634374       ###    ###    ###       ###                                       
12.11.2011	14:30:00       0.43264556       ###    ###    ###       ###                                       
12.11.2011	14:40:00      0.448406841       ###    ###    ###       ###                                       
12.11.2011	14:50:00      0.463996687       ###    ###    ###0.31836958                                       
12.11.2011	15:00:00      0.479980402       ###    ###    ###       ###                                       
13.11.2011	13:00:00      0.350630711       ###    ###    ###       ###                                       
13.11.2011	13:10:00      0.3491876350.22635481    ###    ###  0.266082                                       
13.11.2011	13:20:00      0.352652085       ###    ###    ###       ###                                       
13.11.2011	13:30:00      0.3548480870.21483481    ###    ###       ###                                       
13.11.2011	13:40:00      0.368664928       ###    ###    ###       ###                                       
13.11.2011	13:50:00      0.377310595       ###    ###    ###       ###                                       
13.11.2011	14:00:00      0.390522306       ###    ###    ###       ###                                       
13.11.2011	14:10:00      0.405729822       ###    ###    ###0.30089414                                       
13.11.2011	14:20:00      0.422286878       ###    ###    ###       ###                                       
13.11.2011	14:30:00      0.435336687       ###    ###    ###       ###                                       
13.11.2011	14:40:00       0.45168845       ###    ###    ###0.31388643                                       
13.11.2011	14:50:00      0.466249098       ###    ###    ###       ###                                       
13.11.2011	15:00:00       0.48285202       ###    ###    ###       ###                                       
14.11.2011	13:00:00      0.3788314970.24043272    ###    ###       ###                                       
14.11.2011	13:10:00      0.379245521       ###    ###    ###       ###                                       
14.11.2011	13:20:00      0.391047631       ###    ###    ###       ###                                       
14.11.2011	13:30:00      0.395317443       ###    ###    ###       ###                                       
14.11.2011	13:40:00      0.393434979       ###    ###    ###       ###                                       
14.11.2011	13:50:00      0.4014287990.21993185    ###    ###       ###                                       
14.11.2011	14:00:00      0.411799428       ###    ###    ###       ###                                       
14.11.2011	14:10:00      0.430685738       ###    ###    ###       ###                                       
14.11.2011	14:20:00      0.431604044       ###    ###    ###       ###                                       
14.11.2011	14:30:00      0.4403675780.23088121    ###    ###       ###                                       
14.11.2011	14:40:00      0.449029052       ###    ###    ###       ###                                       
14.11.2011	14:50:00      0.4647450690.23938736    ###    ###0.28083453                                       
14.11.2011	15:00:00      0.466867193       ###    ###    ###       ###                                       
15.11.2011	13:00:00      0.397806479       ###    ###    ###       ###                                       
15.11.2011	13:10:00      0.422152861       ###    ###    ###       ###                                       
15.11.2011	13:20:00      0.422152861       ###    ###    ###       ###                                       
15.11.2011	13:30:00      0.402714106       ###    ###    ###       ###                                       
15.11.2011	13:40:00      0.399412582       ###    ###    ###       ###                                       
15.11.2011	13:50:00       0.41499306       ###    ###    ###       ###                                       
15.11.2011	14:00:00      0.420312078       ###    ###    ###       ###                                       
15.11.2011	14:10:00      0.418689251       ###    ###    ###       ###                                       
15.11.2011	14:20:00      0.435382091       ###    ###    ###0.27899901                                       
15.11.2011	14:30:00      0.403788531       ###    ###    ###       ###                                       
15.11.2011	14:40:00      0.434849187       ###    ###    ###       ###                                       
15.11.2011	14:50:00      0.442614352       ###    ###    ###0.24453619                                       
15.11.2011	15:00:00      0.390776635       ###    ###    ###       ###                                       
16.11.2011	13:00:00      0.413106728       ###    ###    ###       ###                                       
16.11.2011	13:10:00      0.3872875580.22442565    ###    ###0.18722302                                       
16.11.2011	13:20:00       0.38250623       ###    ###    ###0.22189395                                       
16.11.2011	13:30:00      0.442614352       ###    ###    ###       ###                                       
16.11.2011	13:40:00      0.442614352       ###    ###    ###       ###                                       
16.11.2011	13:50:00      0.397218008       ###    ###    ###       ###                                       
16.11.2011	14:00:00      0.430319508 0.2992342    ###    ###       ###                                       
16.11.2011	14:10:00      0.375551571       ###    ###    ###       ###                                       
16.11.2011	14:20:00      0.4131067280.23938736    ###    ###       ###                                       
16.11.2011	14:30:00      0.364505937       ###    ###    ###       ###                                       
16.11.2011	14:40:00      0.476661609       ###    ###    ###       ###                                       
16.11.2011	14:50:00      0.344255607       ###    ###    ###       ###                                       
16.11.2011	15:00:00      0.375551571       ###    ###    ###       ###                                       
17.11.2011	13:00:00      0.397218008       ###    ###    ###       ###                                       
17.11.2011	13:10:00      0.368845293       ###    ###    ###       ###                                       
17.11.2011	13:20:00      0.427351788       ###    ###    ###       ###                                       
17.11.2011	13:30:00      0.430319508 0.2992342    ###    ###       ###                                       
17.11.2011	13:40:00      0.449029052       ###    ###    ###       ###                                       
17.11.2011	13:50:00      0.375551571       ###    ###    ###       ###                                       
17.11.2011	14:00:00      0.434849187       ###    ###    ###       ###                                       
17.11.2011	14:10:00      0.393434979       ###    ###    ###       ###                                       
17.11.2011	14:20:00      0.344255607       ###    ###    ###       ###                                       
17.11.2011	14:30:00      0.413106728       ###    ###    ###       ###                                       
17.11.2011	14:40:00      0.317774406       ###    ###    ###       ###                                       
17.11.2011	14:50:00      0.375551571       ###    ###    ###       ###                                       
17.11.2011	15:00:00      0.4131067280.23938736    ###    ###       ###                                       
18.11.2011	13:00:00      0.419561521       ###    ###    ###       ###                                       
18.11.2011	13:10:00      0.425256926       ###    ###    ###       ###                                       
18.11.2011	13:20:00      0.425256926       ###    ###    ###       ###                                       
18.11.2011	13:30:00      0.425256926       ###    ###    ###       ###                                       
18.11.2011	13:40:00      0.419093782       ###    ###    ###       ###                                       
18.11.2011	13:50:00      0.408006645       ###    ###    ###       ###                                       
18.11.2011	14:00:00      0.428220389       ###    ###    ###       ###                                       
18.11.2011	14:10:00      0.3996132920.21653128    ###    ###       ###                                       
18.11.2011	14:20:00      0.413106728       ###    ###    ###       ###                                       
18.11.2011	14:30:00      0.424909777       ###    ###    ###       ###                                       
18.11.2011	14:40:00      0.437945424       ###    ###    ###       ###                                       
18.11.2011	14:50:00      0.463839133       ###    ###    ###       ###                                       
18.11.2011	15:00:00      0.473022971       ###    ###    ###       ###                                       
19.11.2011	13:00:00      0.4131067280.23938736    ###    ###       ###                                       
19.11.2011	13:10:00      0.401631541       ###    ###    ###       ###                                       
19.11.2011	13:20:00      0.425256926       ###    ###    ###       ###                                       
19.11.2011	13:30:00      0.427351788       ###    ###    ###       ###                                       
19.11.2011	13:40:00      0.413106728       ###    ###    ###       ###                                       
19.11.2011	13:50:00      0.430319508       ###    ###    ###       ###                                       
19.11.2011	14:00:00      0.359223242       ###    ###    ###       ###                                       
19.11.2011	14:10:00      0.359223242       ###    ###    ###       ###                                       
19.11.2011	14:20:00      0.4131067280.23938736    ###    ###       ###                                       
19.11.2011	14:30:00      0.344255607       ###    ###    ###       ###                                       
19.11.2011	14:40:00      0.387287558 0.2992342    ###    ###0.18722302                                       
19.11.2011	14:50:00      0.476661609       ###    ###    ###       ###                                       
19.11.2011	15:00:00      0.375551571       ###    ###    ###       ###                                       
20.11.2011	13:00:00      0.413106728       ###    ###    ###       ###                                       
20.11.2011	13:10:00      0.430319508 0.2992342    ###    ###       ###                                       
20.11.2011	13:20:00      0.344255607       ###    ###    ###       ###                                       
20.11.2011	13:30:00      0.359223242       ###    ###    ###       ###                                       
20.11.2011	13:40:00      0.430319508       ###    ###    ###       ###                                       
20.11.2011	13:50:00      0.430319508 0.2992342    ###    ###       ###                                       
20.11.2011	14:00:00      0.430319508 0.2992342    ###    ###       ###                                       
20.11.2011	14:10:00      0.393434979       ###    ###    ###       ###                                       
20.11.2011	14:20:00      0.434849187       ###    ###    ###       ###                                       
20.11.2011	14:30:00      0.459007476       ###    ###    ###       ###                                       
20.11.2011	14:40:00      0.344255607       ###    ###    ###       ###                                       
20.11.2011	14:50:00      0.413106728       ###    ###    ###       ###                                       
20.11.2011	15:00:00      0.344255607       ###    ###    ###       ###                                       
21.11.2011	13:00:00      0.359223242       ###    ###    ###       ###                                       
21.11.2011	13:10:00      0.430319508       ###    ###    ###       ###                                       
21.11.2011	13:20:00      0.359223242       ###    ###    ###       ###                                       
21.11.2011	13:30:00      0.375551571       ###    ###    ###       ###                                       
21.11.2011	13:40:00      0.4131067280.23938736    ###    ###       ###                                       
21.11.2011	13:50:00      0.4131067280.23938736    ###    ###       ###                                       
21.11.2011	14:00:00      0.442614352       ###    ###    ###       ###                                       
21.11.2011	14:10:00      0.317774406       ###    ###    ###       ###                                       
21.11.2011	14:20:00      0.413106728       ###    ###    ###       ###                                       
21.11.2011	14:30:00      0.442614352       ###    ###    ###       ###                                       
21.11.2011	14:40:00      0.344255607       ###    ###    ###       ###                                       
21.11.2011	14:50:00      0.4131067280.23938736    ###    ###       ###                                       
21.11.2011	15:00:00      0.476661609       ###    ###    ###       ###                                       
22.11.2011	13:00:00      0.393434979       ###    ###    ###       ###                                       
22.11.2011	13:10:00      0.375551571       ###    ###    ###       ###                                       
22.11.2011	13:20:00      0.434849187       ###    ###    ###       ###                                       
22.11.2011	13:30:00      0.344255607       ###    ###    ###       ###                                       
22.11.2011	13:40:00      0.387287558 0.2992342    ###    ###0.18722302                                       
22.11.2011	13:50:00      0.295076234       ###    ###    ###       ###                                       
22.11.2011	14:00:00      0.317774406       ###    ###    ###       ###                                       
22.11.2011	14:10:00      0.317774406       ###    ###    ###       ###                                       
22.11.2011	14:20:00      0.344255607       ###    ###    ###       ###                                       
22.11.2011	14:30:00      0.4131067280.23938736    ###    ###       ###                                       
22.11.2011	14:40:00      0.459007476       ###    ###    ###       ###                                       
22.11.2011	14:50:00      0.295076234       ###    ###    ###       ###                                       
22.11.2011	15:00:00      0.344255607       ###    ###    ###         0                                       
23.11.2011	13:00:00      0.393434979       ###    ###    ###       ###                                       
23.11.2011	13:10:00      0.375551571       ###    ###    ###       ###                                       
23.11.2011	13:20:00      0.364505937       ###    ###    ###       ###                                       
23.11.2011	13:30:00      0.387287558 0.2992342    ###    ###0.18722302                                       
23.11.2011	13:40:00      0.387287558 0.2992342    ###    ###0.18722302                                       
23.11.2011	13:50:00      0.442614352       ###    ###    ###       ###                                       
23.11.2011	14:00:00      0.375551571       ###    ###    ###       ###                                       
23.11.2011	14:10:00      0.375551571       ###    ###    ###       ###                                       
23.11.2011	14:20:00      0.4131067280.23938736    ###    ###       ###                                       
23.11.2011	14:30:00       0.51638341 0.2992342    ###    ###0.37444604                                       
23.11.2011	14:40:00      0.295076234       ###    ###    ###       ###                                       
23.11.2011	14:50:00      0.295076234       ###    ###    ###       ###                                       
23.11.2011	15:00:00      0.344255607       ###    ###    ###       ###                                       
24.11.2011	13:00:00      0.397218008       ###    ###    ###       ###                                       
24.11.2011	13:10:00      0.397218008       ###    ###    ###       ###                                       
24.11.2011	13:20:00      0.397218008       ###    ###    ###       ###                                       
24.11.2011	13:30:00      0.430319508       ###    ###    ###       ###                                       
24.11.2011	13:40:00      0.413106728       ###    ###    ###       ###                                       
24.11.2011	13:50:00      0.359223242       ###    ###    ###       ###                                       
24.11.2011	14:00:00      0.4131067280.23938736    ###    ###       ###                                       
24.11.2011	14:10:00      0.344255607       ###    ###    ###       ###                                       
24.11.2011	14:20:00      0.364505937       ###    ###    ###       ###                                       
24.11.2011	14:30:00      0.442614352       ###    ###    ###       ###                                       
24.11.2011	14:40:00      0.442614352       ###    ###    ###       ###                                       
24.11.2011	14:50:00      0.344255607       ###    ###    ###       ###                                       
24.11.2011	15:00:00      0.459007476       ###    ###    ###       ###                                       
25.11.2011	13:00:00      0.387287558 0.2992342    ###    ###0.18722302                                       
25.11.2011	13:10:00      0.442614352       ###    ###    ###       ###                                       
