datetime,BV,GS,LS,LT,LF
2012-07-21 21:00:00,11.91,0.999,87.24267,,
2012-07-21 22:00:00,13.01,1,87.33,,
2012-07-21 23:00:00,11.62,1,87.33,,
2012-07-22 00:00:00,11.01,0.999,87.24267,,
2012-07-22 01:00:00,10.76,0.999,87.24267,,
2012-07-22 02:00:00,9.89,0.999,87.24267,,
2012-07-22 03:00:00,9.24,0.999,87.24267,,
2012-07-22 04:00:00,8.8,0.999,87.24267,,
2012-07-22 05:00:00,9,0.999,87.24267,,
2012-07-22 06:00:00,12.1,0.999,87.24267,,
2012-07-22 07:00:00,15.33,0.96,83.8368,,
2012-07-22 08:00:00,16.73,0.857,74.84181,,
2012-07-22 09:00:00,17.1,0.766,66.89478,,
2012-07-22 10:00:00,19.18,0.6551,57.209883,,
2012-07-22 11:00:00,18.89,0.652,56.93916,,
2012-07-22 12:00:00,17.94,0.6337,55.341021,,
2012-07-22 13:00:00,17.55,0.6583,57.489339,,
2012-07-22 14:00:00,17.66,0.5864,51.210312,,
2012-07-22 15:00:00,18.05,0.5596,48.869868,,
2012-07-22 16:00:00,17.9,0.5878,51.332574,,
2012-07-22 17:00:00,17.45,0.6008,52.467864,,
2012-07-22 18:00:00,16.8,0.6222,54.336726,,
2012-07-22 19:00:00,16.41,0.6293,54.956769,,
2012-07-22 20:00:00,15.33,0.6591,57.559203,,
2012-07-22 21:00:00,15.1,0.653,57.02649,,
2012-07-22 22:00:00,15.12,0.6557,57.262281,,
2012-07-22 23:00:00,15.08,0.6518,56.921694,,
2012-07-23 00:00:00,14.6,0.6739,58.851687,,
2012-07-23 01:00:00,14.55,0.6687,58.397571,,
2012-07-23 02:00:00,14.14,0.675,58.94775,,
2012-07-23 03:00:00,13.77,0.6774,59.157342,,
2012-07-23 04:00:00,13.52,0.701,61.21833,,
2012-07-23 05:00:00,13.32,0.74,64.6242,,
2012-07-23 06:00:00,14.95,0.6907,60.318831,,
2012-07-23 07:00:00,16.39,0.6565,57.332145,,
2012-07-23 08:00:00,16.4,0.6604,57.672732,,
2012-07-23 09:00:00,16.53,0.6622,57.829926,,
2012-07-23 10:00:00,17.82,0.6363,55.568079,,
2012-07-23 11:00:00,20,0.5483,47.883039,,
2012-07-23 12:00:00,21.54,0.5245,45.804585,,
2012-07-23 13:00:00,22.57,0.4912,42.896496,,
2012-07-23 14:00:00,22.95,0.478,41.74374,,
2012-07-23 15:00:00,23.6,0.4886,42.669438,,
2012-07-23 16:00:00,22.67,0.4935,43.097355,,
2012-07-23 17:00:00,22.37,0.5012,43.769796,,
2012-07-23 18:00:00,20.89,0.5866,51.227778,,
2012-07-23 19:00:00,18.88,0.819,71.52327,,
2012-07-23 20:00:00,18.29,0.714,62.35362,,
2012-07-23 21:00:00,18.22,0.6941,60.615753,,
2012-07-23 22:00:00,17.78,0.762,66.54546,,
2012-07-23 23:00:00,16.27,0.902,78.77166,,
2012-07-24 00:00:00,14.7,0.99,86.4567,,
2012-07-24 01:00:00,13.22,0.999,87.24267,,
2012-07-24 02:00:00,12.09,0.999,87.24267,,
2012-07-24 03:00:00,12.91,0.994,86.80602,,
2012-07-24 04:00:00,12.14,0.999,87.24267,,
2012-07-24 05:00:00,12.68,0.971,84.79743,,
2012-07-24 06:00:00,16,0.861,75.19113,,
2012-07-24 07:00:00,19.76,0.734,64.10022,,
2012-07-24 08:00:00,22.63,0.6217,54.293061,,
2012-07-24 09:00:00,23.6,0.5999,52.389267,,
2012-07-24 10:00:00,24.18,0.5473,47.795709,,
2012-07-24 11:00:00,24.88,0.5186,45.289338,,
2012-07-24 12:00:00,25.41,0.5349,46.712817,,
2012-07-24 13:00:00,26.34,0.5256,45.900648,,
2012-07-24 14:00:00,26.61,0.5248,45.830784,,
2012-07-24 15:00:00,26.99,0.5399,47.149467,,
2012-07-24 16:00:00,24.85,0.5992,52.328136,,
2012-07-24 17:00:00,22.82,0.732,63.92556,,
2012-07-24 18:00:00,18.34,0.993,86.71869,,
2012-07-24 19:00:00,17.62,0.999,87.24267,,
2012-07-24 20:00:00,17.4,0.999,87.24267,,
2012-07-24 21:00:00,16.36,0.999,87.24267,,
2012-07-24 22:00:00,16.21,0.999,87.24267,,
2012-07-24 23:00:00,16.51,0.999,87.24267,,
2012-07-25 00:00:00,16.54,0.999,87.24267,,
2012-07-25 01:00:00,16.66,0.999,87.24267,,
2012-07-25 02:00:00,16.8,0.999,87.24267,,
2012-07-25 03:00:00,16.79,0.999,87.24267,,
2012-07-25 04:00:00,16.66,0.999,87.24267,,
2012-07-25 05:00:00,16.69,0.999,87.24267,,
2012-07-25 06:00:00,16.84,0.999,87.24267,,
2012-07-25 07:00:00,17.54,0.999,87.24267,,
2012-07-25 08:00:00,18.06,0.999,87.24267,,
2012-07-25 09:00:00,19.3,0.957,83.57481,,
2012-07-25 10:00:00,20.08,0.913,79.73229,,
2012-07-25 11:00:00,22.54,0.791,69.07803,,
2012-07-25 12:00:00,23.49,0.749,65.41017,,
2012-07-25 13:00:00,25.23,0.6456,56.380248,,
2012-07-25 14:00:00,26.28,0.607,53.00931,,
2012-07-25 15:00:00,25.65,0.6504,56.799432,,
2012-07-25 16:00:00,24,0.736,64.27488,,
2012-07-25 17:00:00,19.55,0.958,83.66214,,
2012-07-25 18:00:00,19.72,0.992,86.63136,,
2012-07-25 19:00:00,19.08,0.999,87.24267,,
2012-07-25 20:00:00,18.08,0.999,87.24267,,
2012-07-25 21:00:00,17.72,0.999,87.24267,,
2012-07-25 22:00:00,16.63,0.999,87.24267,,
2012-07-25 23:00:00,16.05,0.999,87.24267,,
2012-07-26 00:00:00,15.03,0.999,87.24267,,
2012-07-26 01:00:00,14.69,1,87.33,,
2012-07-26 02:00:00,14.5,1,87.33,,
2012-07-26 03:00:00,15.25,1,87.33,,
2012-07-26 04:00:00,15.54,1,87.33,,
2012-07-26 05:00:00,15.88,1,87.33,,
2012-07-26 06:00:00,16.6,0.999,87.24267,,
2012-07-26 07:00:00,17.64,0.999,87.24267,,
2012-07-26 08:00:00,19.23,0.995,86.89335,,
2012-07-26 09:00:00,23.18,0.794,69.34002,,
2012-07-26 10:00:00,23.94,0.6986,61.008738,,
2012-07-26 11:00:00,23.63,0.728,63.57624,,
2012-07-26 12:00:00,25.32,0.6467,56.476311,,
2012-07-26 13:00:00,26.15,0.6258,54.651114,,
2012-07-26 14:00:00,27.14,0.5793,50.590269,,
2012-07-26 15:00:00,26.3,0.618,53.96994,,
2012-07-26 16:00:00,27.81,0.5592,48.834936,,
2012-07-26 17:00:00,27.42,0.5259,45.926847,,
2012-07-26 18:00:00,24.87,0.6969,60.860277,,
2012-07-26 19:00:00,20.17,0.966,84.36078,,
2012-07-26 20:00:00,19.68,0.995,86.89335,,
2012-07-26 21:00:00,18.1,0.999,87.24267,,
2012-07-26 22:00:00,17.57,0.999,87.24267,,
2012-07-26 23:00:00,16.25,0.999,87.24267,,
2012-07-27 00:00:00,15.59,0.999,87.24267,,
2012-07-27 01:00:00,14.9,0.999,87.24267,,
2012-07-27 02:00:00,14.78,1,87.33,,
2012-07-27 03:00:00,14.16,1,87.33,,
2012-07-27 04:00:00,14.44,0.999,87.24267,,
2012-07-27 05:00:00,14.94,1,87.33,,
2012-07-27 06:00:00,16.6,1,87.33,,
2012-07-27 07:00:00,20.92,0.893,77.98569,,
2012-07-27 08:00:00,24.86,0.743,64.88619,,
2012-07-27 09:00:00,28.72,0.5626,49.131858,,
2012-07-27 10:00:00,26.58,0.5574,48.677742,,
2012-07-27 11:00:00,28.9,0.4981,43.499073,,
2012-07-27 12:00:00,30.12,0.4725,41.263425,,
2012-07-27 13:00:00,30.44,0.4496,39.263568,,
2012-07-27 14:00:00,31.22,0.4265,37.246245,,
2012-07-27 15:00:00,30.79,0.5086,44.416038,,
2012-07-27 16:00:00,32.41,0.4132,36.084756,,
2012-07-27 17:00:00,28.02,0.6998,61.113534,,
2012-07-27 18:00:00,27.97,0.6055,52.878315,,
2012-07-27 19:00:00,22.73,0.906,79.12098,,
2012-07-27 20:00:00,20.14,0.998,87.15534,,
2012-07-27 21:00:00,19.03,0.999,87.24267,,
2012-07-27 22:00:00,18.05,0.999,87.24267,,
2012-07-27 23:00:00,17.36,0.999,87.24267,,
2012-07-28 00:00:00,16.55,0.999,87.24267,,
2012-07-28 01:00:00,15.91,0.999,87.24267,,
2012-07-28 02:00:00,15.38,0.999,87.24267,,
2012-07-28 03:00:00,14.88,0.999,87.24267,,
2012-07-28 04:00:00,14.54,0.999,87.24267,,
2012-07-28 05:00:00,14.42,1,87.33,,
2012-07-28 06:00:00,17.39,1,87.33,,
2012-07-28 07:00:00,20.67,0.986,86.10738,,
2012-07-28 08:00:00,25.41,0.733,64.01289,,
2012-07-28 09:00:00,27.3,0.6942,60.624486,,
2012-07-28 10:00:00,28.74,0.6366,55.594278,,
2012-07-28 11:00:00,29.45,0.607,53.00931,,
2012-07-28 12:00:00,30.68,0.563,49.16679,,
2012-07-28 13:00:00,30.84,0.5661,49.437513,,
2012-07-28 14:00:00,31.52,0.5544,48.415752,,
2012-07-28 15:00:00,32.11,0.5239,45.752187,,
2012-07-28 16:00:00,30.8,0.5583,48.756339,,
2012-07-28 17:00:00,28.03,0.75,65.4975,,
2012-07-28 18:00:00,26.57,0.877,76.58841,,
2012-07-28 19:00:00,24.71,0.93,81.2169,,
2012-07-28 20:00:00,22.34,0.999,87.24267,,
2012-07-28 21:00:00,18.04,0.953,83.22549,,
2012-07-28 22:00:00,17.19,0.999,87.24267,,
2012-07-28 23:00:00,16.89,0.964,84.18612,,
2012-07-29 00:00:00,16.55,0.999,87.24267,,
2012-07-29 01:00:00,16.79,0.999,87.24267,,
2012-07-29 02:00:00,16.69,0.999,87.24267,,
2012-07-29 03:00:00,16.37,0.999,87.24267,,
2012-07-29 04:00:00,15.31,0.999,87.24267,,
2012-07-29 05:00:00,14.6,0.999,87.24267,,
2012-07-29 06:00:00,16.95,1,87.33,,
2012-07-29 07:00:00,19.45,0.947,82.70151,,
2012-07-29 08:00:00,20.21,0.93,81.2169,,
2012-07-29 09:00:00,22.94,0.803,70.12599,,
2012-07-29 10:00:00,26,0.6227,54.380391,,
2012-07-29 11:00:00,27.24,0.6112,53.376096,,
2012-07-29 12:00:00,26.21,0.6691,58.432503,,
2012-07-29 13:00:00,27.79,0.6381,55.725273,,
2012-07-29 14:00:00,26.34,0.691,60.34503,,
2012-07-29 15:00:00,18.67,0.745,65.06085,,
2012-07-29 16:00:00,15.84,0.984,85.93272,,
2012-07-29 17:00:00,16.1,0.999,87.24267,,
2012-07-29 18:00:00,16.22,0.999,87.24267,,
2012-07-29 19:00:00,16.14,0.999,87.24267,,
2012-07-29 20:00:00,15.83,0.999,87.24267,,
2012-07-29 21:00:00,14.94,0.999,87.24267,,
2012-07-29 22:00:00,14.21,0.999,87.24267,,
2012-07-29 23:00:00,13.95,0.999,87.24267,,
2012-07-30 00:00:00,14.28,0.999,87.24267,,
2012-07-30 01:00:00,14.3,0.999,87.24267,,
2012-07-30 02:00:00,13.73,0.999,87.24267,,
2012-07-30 03:00:00,12.8,0.999,87.24267,,
2012-07-30 04:00:00,12.62,0.999,87.24267,,
2012-07-30 05:00:00,11.92,0.999,87.24267,,
2012-07-30 06:00:00,14.79,0.999,87.24267,,
2012-07-30 07:00:00,15.46,1,87.33,,
2012-07-30 08:00:00,18,0.982,85.75806,,
2012-07-30 09:00:00,21.05,0.836,73.00788,,
2012-07-30 10:00:00,22.86,0.709,61.91697,,
2012-07-30 11:00:00,24.47,0.658,57.46314,,
2012-07-30 12:00:00,23.93,0.6165,53.838945,,
2012-07-30 13:00:00,25.33,0.5627,49.140591,,
2012-07-30 14:00:00,24.75,0.5861,51.184113,,
2012-07-30 15:00:00,24.63,0.5717,49.926561,,
2012-07-30 16:00:00,22.65,0.63,55.0179,,
2012-07-30 17:00:00,22.39,0.6765,59.078745,,
2012-07-30 18:00:00,23.42,0.6273,54.782109,,
2012-07-30 19:00:00,18.33,0.91,79.4703,,
2012-07-30 20:00:00,16.76,0.999,87.24267,,
2012-07-30 21:00:00,16.83,0.999,87.24267,,
2012-07-30 22:00:00,16.51,0.999,87.24267,,
2012-07-30 23:00:00,16.69,0.999,87.24267,,
2012-07-31 00:00:00,16.89,0.999,87.24267,,
2012-07-31 01:00:00,16.79,0.999,87.24267,,
2012-07-31 02:00:00,15.85,0.975,85.14675,,
2012-07-31 03:00:00,15.16,0.999,87.24267,,
2012-07-31 04:00:00,15.23,0.999,87.24267,,
2012-07-31 05:00:00,15.08,1,87.33,,
2012-07-31 06:00:00,15.47,1,87.33,,
2012-07-31 07:00:00,16.16,0.999,87.24267,,
2012-07-31 08:00:00,17.88,0.937,81.82821,,
2012-07-31 09:00:00,20.27,0.845,73.79385,,
2012-07-31 10:00:00,24.22,0.5628,49.149324,,
2012-07-31 11:00:00,25.08,0.4894,42.739302,,
2012-07-31 12:00:00,25.32,0.5399,47.149467,,
2012-07-31 13:00:00,25.34,0.5045,44.057985,,
2012-07-31 14:00:00,27.4,0.4756,41.534148,,
2012-07-31 15:00:00,26.87,0.488,42.61704,,
2012-07-31 16:00:00,25.68,0.6518,56.921694,,
2012-07-31 17:00:00,28.17,0.4717,41.193561,,
2012-07-31 18:00:00,27.76,0.5629,49.158057,,
2012-07-31 19:00:00,23.69,0.791,69.07803,,
2012-07-31 20:00:00,17.57,0.999,87.24267,,
2012-07-31 21:00:00,15.89,0.999,87.24267,,
2012-07-31 22:00:00,14.93,0.999,87.24267,,
2012-07-31 23:00:00,14.16,0.999,87.24267,,
2012-08-01 00:00:00,13.75,0.999,87.24267,,
2012-08-01 01:00:00,13.24,0.999,87.24267,,
2012-08-01 02:00:00,12.36,0.999,87.24267,,
2012-08-01 03:00:00,12.06,0.999,87.24267,,
2012-08-01 04:00:00,11.37,0.999,87.24267,,
2012-08-01 05:00:00,11.61,0.999,87.24267,,
2012-08-01 06:00:00,14.73,0.999,87.24267,,
2012-08-01 07:00:00,18.99,0.789,68.90337,,
2012-08-01 08:00:00,22.62,0.6713,58.624629,,
2012-08-01 09:00:00,26.72,0.4644,40.556052,,
2012-08-01 10:00:00,27.35,0.4575,39.953475,,
2012-08-01 11:00:00,27.62,0.4234,36.975522,,
2012-08-01 12:00:00,28.69,0.4786,41.796138,,
2012-08-01 13:00:00,29.1,0.4374,38.198142,,
2012-08-01 14:00:00,29.82,0.4443,38.800719,,
2012-08-01 15:00:00,29.82,0.4041,35.290053,,
2012-08-01 16:00:00,29.57,0.4479,39.115107,,
2012-08-01 17:00:00,30,0.3969,34.661277,,
2012-08-01 18:00:00,30.48,0.4764,41.604012,,
2012-08-01 19:00:00,25.07,0.744,64.97352,,
2012-08-01 20:00:00,18.23,0.997,87.06801,,
2012-08-01 21:00:00,16.65,0.999,87.24267,,
2012-08-01 22:00:00,15.39,0.999,87.24267,,
2012-08-01 23:00:00,14.79,0.999,87.24267,,
2012-08-02 00:00:00,14.21,0.999,87.24267,,
2012-08-02 01:00:00,13.2,0.999,87.24267,,
2012-08-02 02:00:00,12.61,0.999,87.24267,,
2012-08-02 03:00:00,12.02,0.999,87.24267,,
2012-08-02 04:00:00,11.68,0.999,87.24267,,
2012-08-02 05:00:00,11.48,0.999,87.24267,,
2012-08-02 06:00:00,15,0.999,87.24267,,
2012-08-02 07:00:00,18.78,1,87.33,,
2012-08-02 08:00:00,23.72,0.725,63.31425,,
2012-08-02 09:00:00,26.73,0.5966,52.101078,,
2012-08-02 10:00:00,27.86,0.5368,46.878744,,
2012-08-02 11:00:00,29.04,0.4978,43.472874,,
2012-08-02 12:00:00,29.84,0.4971,43.411743,,
2012-08-02 13:00:00,30.26,0.4838,42.250254,,
2012-08-02 14:00:00,30.93,0.4757,41.542881,,
2012-08-02 15:00:00,31.1,0.4392,38.355336,,
2012-08-02 16:00:00,30.2,0.4745,41.438085,,
2012-08-02 17:00:00,26.85,0.763,66.63279,,
2012-08-02 18:00:00,24.77,0.874,76.32642,,
2012-08-02 19:00:00,62.31,0.955,83.40015,,
2012-08-02 20:00:00,59.67,0.999,87.24267,,
2012-08-02 21:00:00,57.83,0.999,87.24267,,
2012-08-02 22:00:00,56.24,0.999,87.24267,,
2012-08-02 23:00:00,55.16,0.999,87.24267,,
2012-08-03 00:00:00,54.42,0.999,87.24267,,
2012-08-03 01:00:00,54.2,0.999,87.24267,,
2012-08-03 02:00:00,53.78,0.999,87.24267,,
2012-08-03 03:00:00,53.27,0.999,87.24267,,
2012-08-03 04:00:00,53.83,0.999,87.24267,,
2012-08-03 05:00:00,53.55,0.999,87.24267,,
2012-08-03 06:00:00,56.35,1,87.33,,
2012-08-03 07:00:00,59.4,0.98,85.5834,,
2012-08-03 08:00:00,63.98,0.789,68.90337,,
2012-08-03 09:00:00,67.62,0.5836,50.965788,,
2012-08-03 10:00:00,68.52,0.5528,48.276024,,
2012-08-03 11:00:00,68.51,0.5468,47.752044,,
2012-08-03 12:00:00,69.24,0.5537,48.354621,,
2012-08-03 13:00:00,67.14,0.6044,52.782252,,
2012-08-03 14:00:00,65.08,0.6728,58.755624,,
2012-08-03 15:00:00,59.27,0.973,84.97209,,
2012-08-03 16:00:00,58.89,0.999,87.24267,,
2012-08-03 17:00:00,59.38,0.994,86.80602,,
2012-08-03 18:00:00,61.43,0.928,81.04224,,
2012-08-03 19:00:00,59.2,0.999,87.24267,,
2012-08-03 20:00:00,57.56,0.999,87.24267,,
2012-08-03 21:00:00,57.58,0.999,87.24267,,
2012-08-03 22:00:00,57.83,0.999,87.24267,,
2012-08-03 23:00:00,58.01,0.999,87.24267,,
2012-08-04 00:00:00,57.73,0.999,87.24267,,
2012-08-04 01:00:00,57.73,0.999,87.24267,,
2012-08-04 02:00:00,56.78,0.999,87.24267,,
2012-08-04 03:00:00,56.71,0.999,87.24267,,
2012-08-04 04:00:00,56.91,0.999,87.24267,,
2012-08-04 05:00:00,56.31,0.999,87.24267,,
2012-08-04 06:00:00,57.03,0.999,87.24267,,
2012-08-04 07:00:00,58.85,0.974,85.05942,,
2012-08-04 08:00:00,61.66,0.859,75.01647,,
2012-08-04 09:00:00,64.69,0.739,64.53687,,
2012-08-04 10:00:00,66.68,0.6017,52.546461,,
2012-08-04 11:00:00,66.91,0.591,51.61203,,
2012-08-04 12:00:00,68.07,0.5853,51.114249,,
2012-08-04 13:00:00,69.05,0.5625,49.123125,,
2012-08-04 14:00:00,68,0.5997,52.371801,,
2012-08-04 15:00:00,68.75,0.5888,51.419904,,
2012-08-04 16:00:00,68.78,0.5784,50.511672,,
2012-08-04 17:00:00,68.9,0.6147,53.681751,,
2012-08-04 18:00:00,63.3,0.927,80.95491,,
2012-08-04 19:00:00,61.26,0.986,86.10738,,
2012-08-04 20:00:00,59.88,0.999,87.24267,,
2012-08-04 21:00:00,59.47,0.999,87.24267,,
2012-08-04 22:00:00,59.35,0.999,87.24267,,
2012-08-04 23:00:00,58.95,0.999,87.24267,,
2012-08-05 00:00:00,58.68,0.999,87.24267,,
2012-08-05 01:00:00,58.75,0.999,87.24267,,
2012-08-05 02:00:00,57.66,0.999,87.24267,,
2012-08-05 03:00:00,56.47,0.999,87.24267,,
2012-08-05 04:00:00,55.67,0.999,87.24267,,
2012-08-05 05:00:00,55.03,0.999,87.24267,,
2012-08-05 06:00:00,57.39,0.999,87.24267,,
2012-08-05 07:00:00,61.01,0.912,79.64496,,
2012-08-05 08:00:00,64.29,0.712,62.17896,,
2012-08-05 09:00:00,66.61,0.6395,55.847535,,
2012-08-05 10:00:00,67.55,0.6334,55.314822,,
2012-08-05 11:00:00,69.51,0.5986,52.275738,,
2012-08-05 12:00:00,70.4,0.6009,52.476597,,
2012-08-05 13:00:00,71.1,0.587,51.26271,,
2012-08-05 14:00:00,71.9,0.5501,48.040233,,
2012-08-05 15:00:00,72.5,0.5525,48.249825,,
2012-08-05 16:00:00,73,0.5129,44.791557,,
2012-08-05 17:00:00,72.9,0.5116,44.678028,,
2012-08-05 18:00:00,71.3,0.6418,56.048394,,
2012-08-05 19:00:00,65.08,0.883,77.11239,,
2012-08-05 20:00:00,60.8,0.999,87.24267,,
2012-08-05 21:00:00,59.11,0.999,87.24267,,
2012-08-05 22:00:00,58.26,0.999,87.24267,,
2012-08-05 23:00:00,57.11,0.999,87.24267,,
2012-08-06 00:00:00,57.41,0.999,87.24267,,
2012-08-06 01:00:00,56.59,0.999,87.24267,,
2012-08-06 02:00:00,55.48,0.999,87.24267,,
2012-08-06 03:00:00,54.37,0.999,87.24267,,
2012-08-06 04:00:00,53.72,0.999,87.24267,,
2012-08-06 05:00:00,53.53,0.999,87.24267,,
2012-08-06 06:00:00,55.35,0.999,87.24267,,
2012-08-06 07:00:00,59.88,1,87.33,,
2012-08-06 08:00:00,64.38,0.772,67.41876,,
2012-08-06 09:00:00,68.98,0.6231,54.415323,,
2012-08-06 10:00:00,70.8,0.5442,47.524986,,
2012-08-06 11:00:00,71.5,0.507,44.27631,,
2012-08-06 12:00:00,71.6,0.5054,44.136582,,
2012-08-06 13:00:00,72.3,0.4901,42.800433,,
2012-08-06 14:00:00,73,0.4699,41.036367,,
2012-08-06 15:00:00,71.9,0.4725,41.263425,,
2012-08-06 16:00:00,72.4,0.407,35.54331,,
2012-08-06 17:00:00,72.2,0.4406,38.477598,,
2012-08-06 18:00:00,70.3,0.4928,43.036224,,
2012-08-06 19:00:00,64.09,0.799,69.77667,,
2012-08-06 20:00:00,65.63,0.5783,50.502939,,
2012-08-06 21:00:00,64.36,0.5812,50.756196,,
2012-08-06 22:00:00,58.99,0.905,79.03365,,
2012-08-06 23:00:00,63.63,0.585,51.08805,,
2012-08-07 00:00:00,62.45,0.5147,44.948751,,
2012-08-07 01:00:00,61.04,0.5557,48.529281,,
2012-08-07 02:00:00,61.13,0.5358,46.791414,,
2012-08-07 03:00:00,60.3,0.5399,47.149467,,
2012-08-07 04:00:00,60.71,0.4815,42.049395,,
2012-08-07 05:00:00,60.78,0.4927,43.027491,,
2012-08-07 06:00:00,57.7,0.817,71.34861,,
2012-08-07 07:00:00,58.95,0.777,67.85541,,
2012-08-07 08:00:00,61.35,0.65,56.7645,,
2012-08-07 09:00:00,64.58,0.4904,42.826632,,
2012-08-07 10:00:00,63.43,0.4901,42.800433,,
2012-08-07 11:00:00,65.77,0.4869,42.520977,,
2012-08-07 12:00:00,66.07,0.4936,43.106088,,
2012-08-07 13:00:00,64.42,0.5707,49.839231,,
2012-08-07 14:00:00,66.15,0.4766,41.621478,,
2012-08-07 15:00:00,66.54,0.5378,46.966074,,
2012-08-07 16:00:00,66.64,0.5461,47.690913,,
2012-08-07 17:00:00,65.24,0.5385,47.027205,,
2012-08-07 18:00:00,62.45,0.725,63.31425,,
2012-08-07 19:00:00,61.41,0.6989,61.034937,,
2012-08-07 20:00:00,57.82,0.936,81.74088,,
2012-08-07 21:00:00,57.83,0.955,83.40015,,
2012-08-07 22:00:00,55.92,0.998,87.15534,,
2012-08-07 23:00:00,55.35,0.999,87.24267,,
2012-08-08 00:00:00,55.88,0.999,87.24267,,
2012-08-08 01:00:00,56.48,0.999,87.24267,,
2012-08-08 02:00:00,56.67,0.999,87.24267,,
2012-08-08 03:00:00,56.71,0.999,87.24267,,
2012-08-08 04:00:00,56.52,0.999,87.24267,,
2012-08-08 05:00:00,56.37,0.999,87.24267,,
2012-08-08 06:00:00,56.31,0.999,87.24267,,
2012-08-08 07:00:00,56.75,0.999,87.24267,,
2012-08-08 08:00:00,57.48,0.985,86.02005,,
2012-08-08 09:00:00,58.82,0.915,79.90695,,
2012-08-08 10:00:00,59.5,0.836,73.00788,,
2012-08-08 11:00:00,58.79,0.802,70.03866,,
2012-08-08 12:00:00,59.49,0.77,67.2441,,
2012-08-08 13:00:00,60.98,0.6804,59.419332,,
2012-08-08 14:00:00,63.85,0.6139,53.611887,,
2012-08-08 15:00:00,63.61,0.6161,53.804013,,
2012-08-08 16:00:00,63.76,0.5965,52.092345,,
2012-08-08 17:00:00,63.18,0.6227,54.380391,,
2012-08-08 18:00:00,63.05,0.6173,53.908809,,
2012-08-08 19:00:00,59.17,0.891,77.81103,,
2012-08-08 20:00:00,55.56,0.999,87.24267,,
2012-08-08 21:00:00,54.38,0.999,87.24267,,
2012-08-08 22:00:00,54.3,0.999,87.24267,,
2012-08-08 23:00:00,54.8,0.999,87.24267,,
2012-08-09 00:00:00,54.34,0.999,87.24267,,
2012-08-09 01:00:00,54.09,0.981,85.67073,,
2012-08-09 02:00:00,52.43,0.999,87.24267,,
2012-08-09 03:00:00,51.31,0.999,87.24267,,
2012-08-09 04:00:00,51.04,0.999,87.24267,,
2012-08-09 05:00:00,51.09,0.999,87.24267,,
2012-08-09 06:00:00,52.38,0.999,87.24267,,
2012-08-09 07:00:00,58.22,0.869,75.88977,,
2012-08-09 08:00:00,59.62,0.746,65.14818,,
2012-08-09 09:00:00,61.9,0.6495,56.720835,,
2012-08-09 10:00:00,62.27,0.6099,53.262567,,
2012-08-09 11:00:00,64.58,0.5457,47.655981,,
2012-08-09 12:00:00,62.72,0.6186,54.022338,,
2012-08-09 13:00:00,60.62,0.79,68.9907,,
2012-08-09 14:00:00,57.08,0.997,87.06801,,
2012-08-09 15:00:00,58.74,0.96,83.8368,,
2012-08-09 16:00:00,57.63,0.986,86.10738,,
2012-08-09 17:00:00,58.18,0.96,83.8368,,
2012-08-09 18:00:00,58.3,0.974,85.05942,,
2012-08-09 19:00:00,57.28,0.999,87.24267,,
2012-08-09 20:00:00,55.46,0.999,87.24267,,
2012-08-09 21:00:00,54.47,0.999,87.24267,,
2012-08-09 22:00:00,53.75,0.999,87.24267,,
2012-08-09 23:00:00,52.39,0.999,87.24267,,
2012-08-10 00:00:00,50.99,0.999,87.24267,,
2012-08-10 01:00:00,50.3,0.999,87.24267,,
2012-08-10 02:00:00,51.01,0.999,87.24267,,
2012-08-10 03:00:00,49.7,0.999,87.24267,,
2012-08-10 04:00:00,49,0.999,87.24267,,
2012-08-10 05:00:00,48.77,0.999,87.24267,,
2012-08-10 06:00:00,50.9,0.999,87.24267,,
2012-08-10 07:00:00,53.85,0.999,87.24267,,
2012-08-10 08:00:00,54.77,0.999,87.24267,,
2012-08-10 09:00:00,59.83,0.751,65.58483,,
2012-08-10 10:00:00,59.41,0.742,64.79886,,
2012-08-10 11:00:00,60.66,0.6635,57.943455,,
2012-08-10 12:00:00,63.49,0.5603,48.930999,,
2012-08-10 13:00:00,62.23,0.5922,51.716826,,
2012-08-10 14:00:00,61.11,0.6509,56.843097,,
2012-08-10 15:00:00,62.18,0.5962,52.066146,,
2012-08-10 16:00:00,62.84,0.5985,52.267005,,
2012-08-10 17:00:00,62.66,0.5728,50.022624,,
2012-08-10 18:00:00,59.29,0.855,74.66715,,
2012-08-10 19:00:00,57.08,0.933,81.47889,,
2012-08-10 20:00:00,55.91,0.99,86.4567,,
2012-08-10 21:00:00,55.51,0.999,87.24267,,
2012-08-10 22:00:00,54.98,0.999,87.24267,,
2012-08-10 23:00:00,54.43,0.999,87.24267,,
2012-08-11 00:00:00,54.33,0.999,87.24267,,
2012-08-11 01:00:00,54.05,0.999,87.24267,,
2012-08-11 02:00:00,53.76,0.999,87.24267,,
2012-08-11 03:00:00,53.74,0.999,87.24267,,
2012-08-11 04:00:00,53.95,0.999,87.24267,,
2012-08-11 05:00:00,53.9,0.999,87.24267,,
2012-08-11 06:00:00,54.05,0.999,87.24267,,
2012-08-11 07:00:00,54.49,0.999,87.24267,,
2012-08-11 08:00:00,56.69,0.944,82.43952,,
2012-08-11 09:00:00,56.07,0.952,83.13816,,
2012-08-11 10:00:00,55.33,0.849,74.14317,,
2012-08-11 11:00:00,54.26,0.962,84.01146,,
2012-08-11 12:00:00,57.19,0.864,75.45312,,
