datetime,BV,GS,LS,LT,LF
2012-08-11 13:00:00,59.02,0.751,65.58483,,
2012-08-11 14:00:00,60.74,0.6422,56.083326,,
2012-08-11 15:00:00,58.11,0.6951,60.703083,,
2012-08-11 16:00:00,57.25,0.678,59.20974,,
2012-08-11 17:00:00,59.66,0.5945,51.917685,,
2012-08-11 18:00:00,56.02,0.6817,59.532861,,
2012-08-11 19:00:00,54.29,0.782,68.29206,,
2012-08-11 20:00:00,52.72,0.875,76.41375,,
2012-08-11 21:00:00,52.74,0.857,74.84181,,
2012-08-11 22:00:00,49.92,0.995,86.89335,,
2012-08-11 23:00:00,50.03,0.999,87.24267,,
2012-08-12 00:00:00,48.42,0.999,87.24267,,
2012-08-12 01:00:00,47.39,0.999,87.24267,,
2012-08-12 02:00:00,46.84,0.999,87.24267,,
2012-08-12 03:00:00,46.34,0.999,87.24267,,
2012-08-12 04:00:00,45.32,0.999,87.24267,,
2012-08-12 05:00:00,45.69,0.999,87.24267,,
2012-08-12 06:00:00,47.95,0.999,87.24267,,
2012-08-12 07:00:00,51.59,0.967,84.44811,,
2012-08-12 08:00:00,56.68,0.72,62.8776,,
2012-08-12 09:00:00,58.47,0.6071,53.018043,,
2012-08-12 10:00:00,57.42,0.643,56.15319,,
2012-08-12 11:00:00,59.5,0.562,49.07946,,
2012-08-12 12:00:00,61.14,0.5184,45.271872,,
2012-08-12 13:00:00,61.11,0.5152,44.992416,,
2012-08-12 14:00:00,61.18,0.5095,44.494635,,
2012-08-12 15:00:00,62.77,0.4633,40.459989,,
2012-08-12 16:00:00,61.91,0.4889,42.695637,,
2012-08-12 17:00:00,62.23,0.4816,42.058128,,
2012-08-12 18:00:00,60.82,0.5429,47.411457,,
2012-08-12 19:00:00,55.08,0.914,79.81962,,
2012-08-12 20:00:00,51.94,0.999,87.24267,,
2012-08-12 21:00:00,50.86,0.999,87.24267,,
2012-08-12 22:00:00,49.92,0.999,87.24267,,
2012-08-12 23:00:00,49.41,0.999,87.24267,,
2012-08-13 00:00:00,50.51,0.999,87.24267,,
2012-08-13 01:00:00,49.3,0.999,87.24267,,
2012-08-13 02:00:00,48.11,0.999,87.24267,,
2012-08-13 03:00:00,49.1,0.999,87.24267,,
2012-08-13 04:00:00,49.75,0.999,87.24267,,
2012-08-13 05:00:00,49.85,0.999,87.24267,,
2012-08-13 06:00:00,50.98,0.999,87.24267,,
2012-08-13 07:00:00,52.26,0.999,87.24267,,
2012-08-13 08:00:00,53.23,0.999,87.24267,,
2012-08-13 09:00:00,56.35,0.884,77.19972,,
2012-08-13 10:00:00,59.97,0.6298,55.000434,,
2012-08-13 11:00:00,59.99,0.5485,47.900505,,
2012-08-13 12:00:00,60.61,0.5766,50.354478,,
2012-08-13 13:00:00,62.32,0.5016,43.804728,,
2012-08-13 14:00:00,63.06,0.4962,43.333146,,
2012-08-13 15:00:00,62.97,0.4967,43.376811,,
2012-08-13 16:00:00,62.82,0.4712,41.149896,,
2012-08-13 17:00:00,62.29,0.5031,43.935723,,
2012-08-13 18:00:00,61.72,0.6582,57.480606,,
2012-08-13 19:00:00,55.97,0.858,74.92914,,
2012-08-13 20:00:00,53.11,0.995,86.89335,,
2012-08-13 21:00:00,52.36,0.999,87.24267,,
2012-08-13 22:00:00,53.19,0.999,87.24267,,
2012-08-13 23:00:00,53.79,0.936,81.74088,,
2012-08-14 00:00:00,54.05,0.888,77.54904,,
2012-08-14 01:00:00,54,0.901,78.68433,,
2012-08-14 02:00:00,53.14,0.987,86.19471,,
2012-08-14 03:00:00,53.14,0.994,86.80602,,
2012-08-14 04:00:00,52.31,0.999,87.24267,,
2012-08-14 05:00:00,52.45,0.999,87.24267,,
2012-08-14 06:00:00,53.01,0.999,87.24267,,
2012-08-14 07:00:00,55.68,0.816,71.26128,,
2012-08-14 08:00:00,59.19,0.6145,53.664285,,
2012-08-14 09:00:00,60.7,0.5038,43.996854,,
2012-08-14 10:00:00,62.04,0.4648,40.590984,,
2012-08-14 11:00:00,62.87,0.4857,42.416181,,
2012-08-14 12:00:00,63.34,0.4737,41.368221,,
2012-08-14 13:00:00,64.27,0.4354,38.023482,,
2012-08-14 14:00:00,64.88,0.4342,37.918686,,
2012-08-14 15:00:00,65.39,0.4284,37.412172,,
2012-08-14 16:00:00,65.16,0.4266,37.254978,,
2012-08-14 17:00:00,64.37,0.4588,40.067004,,
2012-08-14 18:00:00,62,0.514,44.88762,,
2012-08-14 19:00:00,55.76,0.897,78.33501,,
2012-08-14 20:00:00,52.9,0.998,87.15534,,
2012-08-14 21:00:00,51.16,0.999,87.24267,,
2012-08-14 22:00:00,50.51,0.999,87.24267,,
2012-08-14 23:00:00,50.32,0.999,87.24267,,
2012-08-15 00:00:00,51.5,0.999,87.24267,,
2012-08-15 01:00:00,52.41,0.999,87.24267,,
2012-08-15 02:00:00,51.24,0.999,87.24267,,
2012-08-15 03:00:00,49.94,0.999,87.24267,,
2012-08-15 04:00:00,48.84,0.999,87.24267,,
2012-08-15 05:00:00,49.04,0.999,87.24267,,
2012-08-15 06:00:00,50.11,0.999,87.24267,,
2012-08-15 07:00:00,55.76,0.782,68.29206,,
2012-08-15 08:00:00,60.04,0.6605,57.681465,,
2012-08-15 09:00:00,63.77,0.5043,44.040519,,
2012-08-15 10:00:00,64.75,0.4848,42.337584,,
2012-08-15 11:00:00,64.65,0.4602,40.189266,,
2012-08-15 12:00:00,66.15,0.4422,38.617326,,
2012-08-15 13:00:00,66.59,0.4724,41.254692,,
2012-08-15 14:00:00,67.47,0.4252,37.132716,,
2012-08-15 15:00:00,66.74,0.4314,37.674162,,
2012-08-15 16:00:00,67.38,0.4434,38.722122,,
2012-08-15 17:00:00,65.94,0.4749,41.473017,,
2012-08-15 18:00:00,61.69,0.826,72.13458,,
2012-08-15 19:00:00,59.31,0.836,73.00788,,
2012-08-15 20:00:00,55.3,0.969,84.62277,,
2012-08-15 21:00:00,54.04,0.999,87.24267,,
2012-08-15 22:00:00,54,0.999,87.24267,,
2012-08-15 23:00:00,52.95,0.999,87.24267,,
2012-08-16 00:00:00,52.42,0.999,87.24267,,
2012-08-16 01:00:00,51.88,0.999,87.24267,,
2012-08-16 02:00:00,51.6,0.999,87.24267,,
2012-08-16 03:00:00,51.18,0.999,87.24267,,
2012-08-16 04:00:00,50.56,0.999,87.24267,,
2012-08-16 05:00:00,50.11,0.999,87.24267,,
2012-08-16 06:00:00,50.99,0.999,87.24267,,
2012-08-16 07:00:00,56.26,0.999,87.24267,,
2012-08-16 08:00:00,61.72,0.752,65.67216,,
2012-08-16 09:00:00,65.67,0.5613,49.018329,,
2012-08-16 10:00:00,67.27,0.443,38.68719,,
2012-08-16 11:00:00,67.5,0.4073,35.569509,,
2012-08-16 12:00:00,67.14,0.4631,40.442523,,
2012-08-16 13:00:00,67.89,0.44,38.4252,,
2012-08-16 14:00:00,67.66,0.453,39.56049,,
2012-08-16 15:00:00,67.48,0.4282,37.394706,,
2012-08-16 16:00:00,67.12,0.4187,36.565071,,
2012-08-16 17:00:00,64.68,0.5587,48.791271,,
2012-08-16 18:00:00,61.69,0.859,75.01647,,
2012-08-16 19:00:00,59.91,0.952,83.13816,,
2012-08-16 20:00:00,59.91,0.841,73.44453,,
2012-08-16 21:00:00,60.56,0.729,63.66357,,
2012-08-16 22:00:00,58.01,0.937,81.82821,,
2012-08-16 23:00:00,57.26,0.984,85.93272,,
2012-08-17 00:00:00,56.93,0.999,87.24267,,
2012-08-17 01:00:00,56.53,0.999,87.24267,,
2012-08-17 02:00:00,55.73,0.999,87.24267,,
2012-08-17 03:00:00,54.72,0.999,87.24267,,
2012-08-17 04:00:00,53.76,0.999,87.24267,,
2012-08-17 05:00:00,53.02,0.999,87.24267,,
2012-08-17 06:00:00,53.81,0.999,87.24267,,
2012-08-17 07:00:00,59.61,0.817,71.34861,,
2012-08-17 08:00:00,63.25,0.6503,56.790699,,
2012-08-17 09:00:00,64.46,0.5655,49.385115,,
2012-08-17 10:00:00,65.19,0.537,46.89621,,
2012-08-17 11:00:00,66.74,0.5257,45.909381,,
2012-08-17 12:00:00,66.32,0.533,46.54689,,
2012-08-17 13:00:00,67.69,0.4799,41.909667,,
2012-08-17 14:00:00,67.41,0.5104,44.573232,,
2012-08-17 15:00:00,68.74,0.4655,40.652115,,
2012-08-17 16:00:00,67.37,0.5042,44.031786,,
2012-08-17 17:00:00,65.51,0.573,50.04009,,
2012-08-17 18:00:00,65.41,0.5633,49.192989,,
2012-08-17 19:00:00,61.11,0.754,65.84682,,
2012-08-17 20:00:00,56.6,0.982,85.75806,,
2012-08-17 21:00:00,55.51,0.999,87.24267,,
2012-08-17 22:00:00,55.14,0.999,87.24267,,
2012-08-17 23:00:00,55.01,0.999,87.24267,,
2012-08-18 00:00:00,55.03,0.999,87.24267,,
2012-08-18 01:00:00,54.91,0.999,87.24267,,
2012-08-18 02:00:00,53.58,0.999,87.24267,,
2012-08-18 03:00:00,54.28,0.999,87.24267,,
2012-08-18 04:00:00,53.31,0.999,87.24267,,
2012-08-18 05:00:00,52.33,0.999,87.24267,,
2012-08-18 06:00:00,52.93,0.999,87.24267,,
2012-08-18 07:00:00,57.64,0.989,86.36937,,
2012-08-18 08:00:00,60.76,0.785,68.55405,,
2012-08-18 09:00:00,64.72,0.6349,55.445817,,
2012-08-18 10:00:00,65.38,0.5837,50.974521,,
2012-08-18 11:00:00,66.31,0.5776,50.441808,,
2012-08-18 12:00:00,68.13,0.505,44.10165,,
2012-08-18 13:00:00,68.57,0.486,42.44238,,
2012-08-18 14:00:00,68.74,0.4714,41.167362,,
2012-08-18 15:00:00,69.42,0.4632,40.451256,,
2012-08-18 16:00:00,69.22,0.466,40.69578,,
2012-08-18 17:00:00,69,0.4706,41.097498,,
2012-08-18 18:00:00,66.23,0.6746,58.912818,,
2012-08-18 19:00:00,59.89,0.941,82.17753,,
2012-08-18 20:00:00,57.29,0.998,87.15534,,
2012-08-18 21:00:00,55.89,0.999,87.24267,,
2012-08-18 22:00:00,54.86,0.999,87.24267,,
2012-08-18 23:00:00,54.36,0.999,87.24267,,
2012-08-19 00:00:00,54.46,0.999,87.24267,,
2012-08-19 01:00:00,54.39,0.999,87.24267,,
2012-08-19 02:00:00,53.92,0.999,87.24267,,
2012-08-19 03:00:00,53.61,0.999,87.24267,,
2012-08-19 04:00:00,53.16,0.999,87.24267,,
2012-08-19 05:00:00,52.01,0.999,87.24267,,
2012-08-19 06:00:00,52.48,0.999,87.24267,,
2012-08-19 07:00:00,57.24,0.969,84.62277,,
2012-08-19 08:00:00,62.62,0.721,62.96493,,
2012-08-19 09:00:00,65.81,0.6117,53.419761,,
2012-08-19 10:00:00,67.07,0.5047,44.075451,,
2012-08-19 11:00:00,68.83,0.4297,37.525701,,
2012-08-19 12:00:00,69.71,0.4182,36.521406,,
2012-08-19 13:00:00,70,0.3988,34.827204,,
2012-08-19 14:00:00,70.2,0.4111,35.901363,,
2012-08-19 15:00:00,70.5,0.41,35.8053,,
2012-08-19 16:00:00,71.7,0.4209,36.757197,,
2012-08-19 17:00:00,71.4,0.4446,38.826918,,
2012-08-19 18:00:00,68.79,0.5899,51.515967,,
2012-08-19 19:00:00,60.76,0.893,77.98569,,
2012-08-19 20:00:00,56.73,0.998,87.15534,,
2012-08-19 21:00:00,55.66,0.999,87.24267,,
2012-08-19 22:00:00,54.38,0.999,87.24267,,
2012-08-19 23:00:00,53.82,0.999,87.24267,,
2012-08-20 00:00:00,52.7,0.999,87.24267,,
2012-08-20 01:00:00,52.33,0.999,87.24267,,
2012-08-20 02:00:00,51.79,0.998,87.15534,,
2012-08-20 03:00:00,50.99,0.998,87.15534,,
2012-08-20 04:00:00,51.1,0.998,87.15534,,
2012-08-20 05:00:00,50.37,0.998,87.15534,,
2012-08-20 06:00:00,51.15,0.998,87.15534,,
2012-08-20 07:00:00,57.36,0.999,87.24267,,
2012-08-20 08:00:00,61.82,0.82,71.6106,,
2012-08-20 09:00:00,66.97,0.6294,54.965502,,
2012-08-20 10:00:00,69.89,0.4908,42.861564,,
2012-08-20 11:00:00,70.8,0.4734,41.342022,,
2012-08-20 12:00:00,70.9,0.3838,33.517254,,
2012-08-20 13:00:00,72.6,0.4069,35.534577,,
2012-08-20 14:00:00,73.2,0.4027,35.167791,,
2012-08-20 15:00:00,73.8,0.4017,35.080461,,
2012-08-20 16:00:00,73.4,0.3758,32.818614,,
2012-08-20 17:00:00,72.4,0.4112,35.910096,,
2012-08-20 18:00:00,69.5,0.5854,51.122982,,
2012-08-20 19:00:00,60.55,0.899,78.50967,,
2012-08-20 20:00:00,56.88,0.998,87.15534,,
2012-08-20 21:00:00,55.43,0.999,87.24267,,
2012-08-20 22:00:00,54.37,0.999,87.24267,,
2012-08-20 23:00:00,53.35,0.998,87.15534,,
2012-08-21 00:00:00,52.85,0.998,87.15534,,
2012-08-21 01:00:00,52.36,0.998,87.15534,,
2012-08-21 02:00:00,51.88,0.998,87.15534,,
2012-08-21 03:00:00,51.48,0.998,87.15534,,
2012-08-21 04:00:00,51.73,0.998,87.15534,,
2012-08-21 05:00:00,52.15,0.998,87.15534,,
2012-08-21 06:00:00,53.97,0.998,87.15534,,
2012-08-21 07:00:00,56.72,0.999,87.24267,,
2012-08-21 08:00:00,61.56,0.861,75.19113,,
2012-08-21 09:00:00,66.4,0.6612,57.742596,,
2012-08-21 10:00:00,69.85,0.4917,42.940161,,
2012-08-21 11:00:00,70.2,0.527,46.02291,,
2012-08-21 12:00:00,72.2,0.4744,41.429352,,
2012-08-21 13:00:00,72,0.4844,42.302652,,
2012-08-21 14:00:00,73,0.4246,37.080318,,
2012-08-21 15:00:00,63.75,0.704,61.48032,,
2012-08-21 16:00:00,65.47,0.718,62.70294,,
2012-08-21 17:00:00,67.46,0.6534,57.061422,,
2012-08-21 18:00:00,67.86,0.701,61.21833,,
2012-08-21 19:00:00,61.42,0.969,84.62277,,
2012-08-21 20:00:00,58.98,0.998,87.15534,,
2012-08-21 21:00:00,57.88,0.999,87.24267,,
2012-08-21 22:00:00,57.49,0.999,87.24267,,
2012-08-21 23:00:00,56.34,0.999,87.24267,,
2012-08-22 00:00:00,55.76,0.999,87.24267,,
2012-08-22 01:00:00,54.95,0.998,87.15534,,
2012-08-22 02:00:00,54.5,0.998,87.15534,,
2012-08-22 03:00:00,53.64,0.998,87.15534,,
2012-08-22 04:00:00,53.25,0.998,87.15534,,
2012-08-22 05:00:00,52.89,0.998,87.15534,,
2012-08-22 06:00:00,53.85,0.998,87.15534,,
2012-08-22 07:00:00,58.73,0.999,87.24267,,
2012-08-22 08:00:00,62.08,0.857,74.84181,,
2012-08-22 09:00:00,65.89,0.715,62.44095,,
2012-08-22 10:00:00,68.69,0.6421,56.074593,,
2012-08-22 11:00:00,71.1,0.54,47.1582,,
2012-08-22 12:00:00,73.1,0.4147,36.215751,,
2012-08-22 13:00:00,73.5,0.4239,37.019187,,
2012-08-22 14:00:00,71.1,0.5078,44.346174,,
2012-08-22 15:00:00,73.2,0.4454,38.896782,,
2012-08-22 16:00:00,74.5,0.4165,36.372945,,
2012-08-22 17:00:00,72.8,0.4554,39.770082,,
2012-08-22 18:00:00,66.13,0.71,62.0043,,
2012-08-22 19:00:00,61.44,0.935,81.65355,,
2012-08-22 20:00:00,63.33,0.761,66.45813,,
2012-08-22 21:00:00,62.31,0.804,70.21332,,
2012-08-22 22:00:00,61.25,0.884,77.19972,,
2012-08-22 23:00:00,60.73,0.908,79.29564,,
2012-08-23 00:00:00,60.58,0.8,69.864,,
2012-08-23 01:00:00,58.19,0.958,83.66214,,
2012-08-23 02:00:00,58.06,0.999,87.24267,,
2012-08-23 03:00:00,59.81,0.851,74.31783,,
2012-08-23 04:00:00,57.99,0.982,85.75806,,
2012-08-23 05:00:00,57.62,0.999,87.24267,,
2012-08-23 06:00:00,57.36,0.999,87.24267,,
2012-08-23 07:00:00,61.7,0.862,75.27846,,
2012-08-23 08:00:00,60.12,0.97,84.7101,,
2012-08-23 09:00:00,60.36,0.953,83.22549,,
2012-08-23 10:00:00,63.67,0.788,68.81604,,
2012-08-23 11:00:00,63.57,0.776,67.76808,,
2012-08-23 12:00:00,68.33,0.5745,50.171085,,
2012-08-23 13:00:00,69.47,0.5108,44.608164,,
2012-08-23 14:00:00,70.6,0.4733,41.333289,,
2012-08-23 15:00:00,72.2,0.4213,36.792129,,
2012-08-23 16:00:00,72.7,0.4687,40.931571,,
2012-08-23 17:00:00,71.7,0.5082,44.381106,,
2012-08-23 18:00:00,67.76,0.73,63.7509,,
2012-08-23 19:00:00,61.28,0.948,82.78884,,
2012-08-23 20:00:00,58.74,0.998,87.15534,,
2012-08-23 21:00:00,57.58,0.999,87.24267,,
2012-08-23 22:00:00,57.39,0.999,87.24267,,
2012-08-23 23:00:00,57.06,0.999,87.24267,,
2012-08-24 00:00:00,56.9,0.998,87.15534,,
2012-08-24 01:00:00,57.54,0.998,87.15534,,
2012-08-24 02:00:00,56.88,0.998,87.15534,,
2012-08-24 03:00:00,56.1,0.998,87.15534,,
2012-08-24 04:00:00,54.75,0.998,87.15534,,
2012-08-24 05:00:00,54.34,0.998,87.15534,,
2012-08-24 06:00:00,54.64,0.998,87.15534,,
2012-08-24 07:00:00,58.93,0.999,87.24267,,
2012-08-24 08:00:00,63.59,0.775,67.68075,,
2012-08-24 09:00:00,69.06,0.5281,46.118973,,
2012-08-24 10:00:00,70.3,0.4801,41.927133,,
2012-08-24 11:00:00,71.2,0.4242,37.045386,,
2012-08-24 12:00:00,72.5,0.4277,37.351041,,
2012-08-24 13:00:00,72.8,0.4329,37.805157,,
2012-08-24 14:00:00,73.9,0.4248,37.097784,,
2012-08-24 15:00:00,74.1,0.4187,36.565071,,
2012-08-24 16:00:00,74.3,0.4424,38.634792,,
2012-08-24 17:00:00,73.1,0.5376,46.948608,,
2012-08-24 18:00:00,65.8,0.809,70.64997,,
2012-08-24 19:00:00,62.45,0.955,83.40015,,
2012-08-24 20:00:00,60.32,0.99,86.4567,,
2012-08-24 21:00:00,58.34,0.998,87.15534,,
2012-08-24 22:00:00,57.2,0.998,87.15534,,
2012-08-24 23:00:00,56.27,0.998,87.15534,,
2012-08-25 00:00:00,56.39,0.998,87.15534,,
2012-08-25 01:00:00,55.83,0.998,87.15534,,
2012-08-25 02:00:00,54.76,0.998,87.15534,,
2012-08-25 03:00:00,53.91,0.998,87.15534,,
2012-08-25 04:00:00,53.64,0.998,87.15534,,
2012-08-25 05:00:00,53.58,0.998,87.15534,,
2012-08-25 06:00:00,53.86,0.998,87.15534,,
2012-08-25 07:00:00,58.99,0.998,87.15534,,
2012-08-25 08:00:00,63.17,0.764,66.72012,,
2012-08-25 09:00:00,66.54,0.5561,48.564213,,
2012-08-25 10:00:00,67.57,0.5415,47.289195,,
2012-08-25 11:00:00,68.08,0.5207,45.472731,,
2012-08-25 12:00:00,69.75,0.4541,39.656553,,
2012-08-25 13:00:00,70.7,0.4076,35.595708,,
2012-08-25 14:00:00,70.9,0.3934,34.355622,,
2012-08-25 15:00:00,71.9,0.3954,34.530282,,
2012-08-25 16:00:00,70.9,0.3973,34.696209,,
2012-08-25 17:00:00,69.27,0.5416,47.297928,,
2012-08-25 18:00:00,65.88,0.698,60.95634,,
2012-08-25 19:00:00,59.8,0.925,80.78025,,
2012-08-25 20:00:00,58.05,0.998,87.15534,,
2012-08-25 21:00:00,57,0.998,87.15534,,
2012-08-25 22:00:00,56.31,0.998,87.15534,,
2012-08-25 23:00:00,55.49,0.998,87.15534,,
2012-08-26 00:00:00,55.41,0.998,87.15534,,
2012-08-26 01:00:00,56.45,0.998,87.15534,,
2012-08-26 02:00:00,56.97,0.949,82.87617,,
2012-08-26 03:00:00,54.53,0.998,87.15534,,
2012-08-26 04:00:00,54.14,0.998,87.15534,,
2012-08-26 05:00:00,55.75,0.998,87.15534,,
2012-08-26 06:00:00,56.51,0.99,86.4567,,
2012-08-26 07:00:00,60.03,0.6431,56.161923,,
2012-08-26 08:00:00,60.28,0.6626,57.864858,,
2012-08-26 09:00:00,61.55,0.6493,56.703369,,
2012-08-26 10:00:00,59.7,0.764,66.72012,,
2012-08-26 11:00:00,55.82,0.85,74.2305,,
2012-08-26 12:00:00,54.57,0.972,84.88476,,
2012-08-26 13:00:00,55.23,0.99,86.4567,,
2012-08-26 14:00:00,55.22,0.998,87.15534,,
2012-08-26 15:00:00,54.71,0.998,87.15534,,
2012-08-26 16:00:00,55.01,0.998,87.15534,,
2012-08-26 17:00:00,55.11,0.998,87.15534,,
2012-08-26 18:00:00,54.84,0.998,87.15534,,
2012-08-26 19:00:00,54.36,0.998,87.15534,,
2012-08-26 20:00:00,54.13,0.998,87.15534,,
2012-08-26 21:00:00,54.09,0.998,87.15534,,
2012-08-26 22:00:00,54.5,0.857,74.84181,,
2012-08-26 23:00:00,53.77,0.905,79.03365,,
2012-08-27 00:00:00,53.83,0.872,76.15176,,
2012-08-27 01:00:00,53.01,0.911,79.55763,,
2012-08-27 02:00:00,50.99,0.998,87.15534,,
2012-08-27 03:00:00,50.02,0.998,87.15534,,
2012-08-27 04:00:00,49.53,0.998,87.15534,,
2012-08-27 05:00:00,50.46,0.999,87.24267,,
2012-08-27 06:00:00,51.18,0.998,87.15534,,
2012-08-27 07:00:00,53.67,0.998,87.15534,,
2012-08-27 08:00:00,56.03,0.869,75.88977,,
2012-08-27 09:00:00,59.75,0.5905,51.568365,,
2012-08-27 10:00:00,59.95,0.5995,52.354335,,
2012-08-27 11:00:00,61.19,0.518,45.23694,,
2012-08-27 12:00:00,61.9,0.4974,43.437942,,
2012-08-27 13:00:00,62.37,0.4568,39.892344,,
2012-08-27 14:00:00,61.66,0.4796,41.883468,,
2012-08-27 15:00:00,62.68,0.4669,40.774377,,
2012-08-27 16:00:00,63.86,0.4236,36.992988,,
2012-08-27 17:00:00,63.29,0.4563,39.848679,,
2012-08-27 18:00:00,61.82,0.5335,46.590555,,
2012-08-27 19:00:00,53.99,0.965,84.27345,,
2012-08-27 20:00:00,51.17,0.998,87.15534,,
2012-08-27 21:00:00,50.46,0.998,87.15534,,
2012-08-27 22:00:00,50.02,0.998,87.15534,,
2012-08-27 23:00:00,48.44,0.998,87.15534,,
2012-08-28 00:00:00,47.56,0.998,87.15534,,
2012-08-28 01:00:00,46.78,0.998,87.15534,,
2012-08-28 02:00:00,46.19,0.998,87.15534,,
2012-08-28 03:00:00,45.32,0.998,87.15534,,
2012-08-28 04:00:00,45.38,0.998,87.15534,,
2012-08-28 05:00:00,45.02,0.998,87.15534,,
2012-08-28 06:00:00,45.42,0.998,87.15534,,
2012-08-28 07:00:00,51.76,0.999,87.24267,,
2012-08-28 08:00:00,55.77,0.857,74.84181,,
2012-08-28 09:00:00,60.63,0.6299,55.009167,,
2012-08-28 10:00:00,61.97,0.5878,51.332574,,
2012-08-28 11:00:00,63.31,0.5403,47.184399,,
2012-08-28 12:00:00,64.58,0.5085,44.407305,,
2012-08-28 13:00:00,65.04,0.479,41.83107,,
2012-08-28 14:00:00,65.32,0.4924,43.001292,,
2012-08-28 15:00:00,66.19,0.4691,40.966503,,
2012-08-28 16:00:00,66.68,0.4597,40.145601,,
2012-08-28 17:00:00,66.48,0.4896,42.756768,,
2012-08-28 18:00:00,65.18,0.6188,54.039804,,
2012-08-28 19:00:00,56.86,0.979,85.49607,,
2012-08-28 20:00:00,54.41,0.998,87.15534,,
2012-08-28 21:00:00,53.07,0.998,87.15534,,
2012-08-28 22:00:00,51.73,0.998,87.15534,,
2012-08-28 23:00:00,51.14,0.998,87.15534,,
2012-08-29 00:00:00,50.93,0.998,87.15534,,
2012-08-29 01:00:00,50.24,0.998,87.15534,,
2012-08-29 02:00:00,50.57,0.998,87.15534,,
2012-08-29 03:00:00,50.68,0.998,87.15534,,
2012-08-29 04:00:00,50.86,0.998,87.15534,,
2012-08-29 05:00:00,50.26,0.998,87.15534,,
2012-08-29 06:00:00,51.62,0.998,87.15534,,
2012-08-29 07:00:00,54.41,0.998,87.15534,,
2012-08-29 08:00:00,57.78,0.997,87.06801,,
2012-08-29 09:00:00,62.93,0.718,62.70294,,
2012-08-29 10:00:00,65.07,0.4985,43.534005,,
2012-08-29 11:00:00,66.57,0.4673,40.809309,,
2012-08-29 12:00:00,67.3,0.4283,37.403439,,
2012-08-29 13:00:00,67.64,0.412,35.97996,,
2012-08-29 14:00:00,68.22,0.4216,36.818328,,
2012-08-29 15:00:00,67.49,0.4689,40.949037,,
2012-08-29 16:00:00,68.67,0.5159,45.053547,,
2012-08-29 17:00:00,64.76,0.685,59.82105,,
2012-08-29 18:00:00,62.99,0.827,72.22191,,
2012-08-29 19:00:00,58.29,0.983,85.84539,,
2012-08-29 20:00:00,55.86,0.998,87.15534,,
2012-08-29 21:00:00,54.97,0.998,87.15534,,
2012-08-29 22:00:00,53.37,0.998,87.15534,,
2012-08-29 23:00:00,52.5,0.998,87.15534,,
2012-08-30 00:00:00,51.66,0.998,87.15534,,
2012-08-30 01:00:00,51.47,0.998,87.15534,,
2012-08-30 02:00:00,51.06,0.998,87.15534,,
2012-08-30 03:00:00,50.35,0.998,87.15534,,
2012-08-30 04:00:00,49.74,0.998,87.15534,,
2012-08-30 05:00:00,49.37,0.999,87.24267,,
2012-08-30 06:00:00,49.69,0.999,87.24267,,
2012-08-30 07:00:00,55.17,0.999,87.24267,,
2012-08-30 08:00:00,59.81,0.862,75.27846,,
2012-08-30 09:00:00,63.86,0.6397,55.865001,,
2012-08-30 10:00:00,66.78,0.5224,45.621192,,
2012-08-30 11:00:00,67.88,0.4793,41.857269,,
2012-08-30 12:00:00,68.87,0.4495,39.254835,,
2012-08-30 13:00:00,69.39,0.4411,38.521263,,
2012-08-30 14:00:00,69.86,0.3921,34.242093,,
2012-08-30 15:00:00,68.74,0.443,38.68719,,
2012-08-30 16:00:00,69.15,0.4708,41.114964,,
2012-08-30 17:00:00,64.74,0.723,63.13959,,
2012-08-30 18:00:00,61.9,0.879,76.76307,,
2012-08-30 19:00:00,58.45,0.97,84.7101,,
2012-08-30 20:00:00,56.04,0.998,87.15534,,
2012-08-30 21:00:00,54.57,0.998,87.15534,,
2012-08-30 22:00:00,53.48,0.998,87.15534,,
2012-08-30 23:00:00,53.6,0.998,87.15534,,
2012-08-31 00:00:00,52.26,0.998,87.15534,,
2012-08-31 01:00:00,51.97,0.998,87.15534,,
2012-08-31 02:00:00,53.27,0.998,87.15534,,
2012-08-31 03:00:00,53.78,0.998,87.15534,,
2012-08-31 04:00:00,54.08,0.998,87.15534,,
2012-08-31 05:00:00,54.39,0.998,87.15534,,
2012-08-31 06:00:00,54.76,0.998,87.15534,,
2012-08-31 07:00:00,55.42,0.998,87.15534,,
2012-08-31 08:00:00,56.73,0.967,84.44811,,
2012-08-31 09:00:00,57.75,0.919,80.25627,,
2012-08-31 10:00:00,57.48,0.928,81.04224,,
2012-08-31 11:00:00,57.92,0.853,74.49249,,
2012-08-31 12:00:00,56.98,0.887,77.46171,,
2012-08-31 13:00:00,57.1,0.813,70.99929,,
2012-08-31 14:00:00,56.02,0.914,79.81962,,
2012-08-31 15:00:00,55.11,0.968,84.53544,,
2012-08-31 16:00:00,54.73,0.972,84.88476,,
2012-08-31 17:00:00,55.04,0.944,82.43952,,
2012-08-31 18:00:00,54.47,0.922,80.51826,,
2012-08-31 19:00:00,54.3,0.924,80.69292,,
2012-08-31 20:00:00,53.44,0.998,87.15534,,
2012-08-31 21:00:00,53.48,0.998,87.15534,,
2012-08-31 22:00:00,53.08,0.998,87.15534,,
2012-08-31 23:00:00,52.94,0.998,87.15534,,
2012-09-01 00:00:00,52.88,0.998,87.15534,,
2012-09-01 01:00:00,52.84,0.998,87.15534,,
2012-09-01 02:00:00,52.5,0.998,87.15534,,
