244,268,31
245,473,29
246,444,28
247,433,25
248,39,23
249,366,21
250,336,20
251,321,18
252,302,16
253,27,14
254,244,12
255,221,10
256,204,8
257,181,5
258,161,3
259,137,2
260,113,1
261,94,1
262,75,0
263,59,0
264,24,0
265,18,0
266,14,0
267,8,0
268,6,0
269,3,0
270,2,0
271,2,0
272,2,0
273,2,0
274,2,0
275,2,0
276,2,0
277,2,0
278,2,0
279,2,0
280,2,0
281,2,0
282,2,0
283,2,0
284,2,0
285,2,0
286,2,0
287,2,0
288,2,0
289,2,0
290,2,0
291,2,1
292,2,0
293,2,1
294,2,1
295,2,1
296,2,1
297,2,0
298,2,1
299,2,1
300,2,1
301,2,1
302,2,1
303,2,1
304,2,1
305,2,1
306,2,1
307,2,0
308,2,1
309,2,1
310,2,0
311,2,1
312,2,0
313,2,1
314,2,1
315,2,1
316,2,1
317,2,1
318,2,1
319,2,1
320,2,1
321,2,2
322,4,2
323,8,2
324,12,3
325,16,3
326,2,3
327,26,3
328,3,4
329,7,11
330,38,15
331,87,19
332,131,22
333,151,24
334,173,27
335,195,29
336,22,31
337,242,33
338,265,34
339,288,36
340,312,37
341,334,39
342,359,41
343,385,42
344,406,36
345,426,47
346,454,46
347,473,47
348,5,48
349,521,49
350,529,50
351,589,50
352,579,50
353,595,52
354,612,53
355,636,54
356,646,54
357,626,56
358,639,57
359,643,59
360,657,44
361,707,51
362,691,63
363,729,47
364,746,46
365,761,23
366,758,32
367,24,25
368,774,40
369,372,34
370,248,40
371,511,23
372,255,17
373,191,30
374,798,50
375,751,31
376,253,31
377,465,28
378,693,22
379,182,27
380,683,17
381,165,43
382,194,47
383,661,31
384,225,46
385,29,31
386,179,33
387,556,37
388,542,28
389,239,33
390,516,26
391,474,25
392,391,19
393,285,17
394,229,9
395,385,4
396,271,6
397,284,6
398,216,5
399,207,4
400,77,3
401,44,3
402,62,2
403,62,1
404,59,1
405,48,0
406,4,0
407,3,0
408,2,0
409,12,0
410,8,0
411,4,0
412,2,0
413,2,0
414,2,0
415,2,1
416,2,1
417,2,1
418,2,1
419,2,1
420,2,1
421,2,1
422,2,1
423,2,1
424,2,1
425,2,1
426,2,1
427,2,1
428,2,1
429,2,1
430,2,1
431,2,1
432,2,1
433,2,1
434,2,1
435,2,1
436,2,1
437,2,1
438,2,1
439,2,1
440,2,1
441,2,1
442,2,1
443,2,0
444,2,0
445,2,0
446,2,0
447,2,0
448,2,0
449,2,0
450,2,0
451,2,0
452,2,0
453,2,0
454,2,0
455,2,0
456,2,0
457,2,0
458,2,1
459,2,1
460,2,1
461,2,1
462,2,1
463,2,1
464,2,1
465,2,1
466,2,1
467,2,1
468,2,1
469,4,1
470,6,1
471,8,2
472,1,2
473,12,2
474,15,2
475,18,2
476,22,2
477,24,3
478,3,3
479,34,4
480,36,4
481,38,4
482,38,5
483,4,5
484,5,5
485,64,6
486,68,6
487,66,7
488,77,7
489,82,7
490,82,6
491,91,6
492,96,7
493,104,9
494,111,9
495,113,8
496,99,7
497,103,7
498,11,9
499,141,7
500,146,6
501,12,6
502,113,7
503,122,12
504,146,14
505,112,16
506,84,18
507,107,19
508,114,21
509,184,23
510,214,22
511,241,21
512,264,23
513,269,25
514,291,26
515,321,21
516,293,19
517,276,21
518,291,20
519,329,15
520,336,13
521,275,12
522,244,11
523,279,11
524,267,12
525,196,10
526,174,11
527,143,12
528,144,11
529,132,13
530,157,11
531,123,12
532,137,13
533,15,13
534,132,14
535,162,28
536,14,14
537,152,15
538,159,12
539,164,16
540,166,19
541,351,14
542,174,12
543,182,11
544,132,9
545,171,7
546,227,4
547,155,2
548,135,2
549,119,1
550,94,1
551,77,1
552,42,1
553,3,1
554,22,1
555,14,1
556,8,1
557,3,1
558,2,1
559,2,0
560,2,0
561,2,0
562,2,0
563,2,0
564,2,0
565,2,0
566,2,0
567,2,0
568,2,0
569,2,0
570,2,0
571,2,0
572,2,0
573,2,0
574,2,0
575,2,0
576,2,0
577,2,0
578,2,0
579,2,0
580,2,0
581,2,0
582,2,0
583,2,0
584,2,0
585,2,0
586,2,0
587,2,0
588,2,0
589,2,0
590,2,0
591,2,0
592,2,0
593,2,0
594,2,0
595,2,0
596,2,0
597,2,0
598,2,0
599,2,0
600,2,0
601,2,0
602,2,0
603,2,0
604,2,0
605,2,1
606,2,1
607,2,1
608,2,1
609,2,1
610,4,2
611,6,2
612,1,2
613,14,3
614,2,3
615,24,3
616,3,4
617,47,9
618,36,14
619,79,18
620,12,20
621,141,22
622,161,25
623,181,27
624,209,29
625,234,32
626,257,34
627,28,35
628,307,37
629,324,39
630,351,39
631,384,45
632,414,49
633,438,41
634,463,46
635,491,48
636,527,48
637,563,51
638,626,49
639,671,54
640,394,23
641,717,48
642,726,58
643,316,23
644,687,25
645,719,21
646,157,54
647,807,27
648,644,33
649,504,44
650,244,49
651,215,43
652,313,65
653,215,40
654,722,61
655,34,61
656,41,65
657,714,59
658,454,50
659,226,59
660,823,57
661,801,54
662,817,44
663,718,45
664,682,43
665,751,26
666,711,42
667,658,40
668,736,37
669,536,42
670,501,36
671,308,41
672,494,31
673,559,36
674,563,41
675,395,32
676,385,25
677,469,27
678,468,29
679,448,26
680,457,24
681,405,20
682,355,19
683,32,16
684,324,14
685,279,12
686,249,9
687,206,2
688,189,2
689,162,1
690,136,1
691,123,1
692,104,1
693,26,1
694,18,1
695,16,1
696,12,1
697,8,1
698,6,1
699,4,0
700,3,0
701,2,0
702,2,0
703,2,0
704,2,0
705,2,0
706,2,0
707,2,0
708,2,0
709,2,0
710,2,0
711,2,0
712,2,0
713,2,0
714,2,0
715,2,0
716,2,0
717,2,0
718,2,0
719,2,0
720,2,0
721,2,0
722,2,0
723,2,0
724,2,0
725,2,0
726,2,0
727,2,0
728,2,0
729,2,0
730,2,0
731,2,0
732,2,0
733,2,0
734,2,0
735,2,0
736,2,0
737,2,0
738,2,0
739,2,0
740,2,0
741,2,0
742,2,0
743,2,0
744,2,0
745,2,0
746,2,0
747,2,0
748,2,1
749,2,1
750,2,1
751,2,2
752,2,2
753,2,3
754,5,3
755,8,3
756,11,4
757,22,5
758,32,6
759,38,7
760,38,9
761,4,11
762,5,12
763,65,10
764,79,9
765,91,7
766,108,6
767,12,8
768,141,7
769,117,8
770,99,8
771,79,9
772,67,10
773,95,12
774,84,17
775,97,16
776,97,16
