1,2,0
2,2,0
3,2,0
4,2,0
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,0
12,2,0
13,2,0
14,2,0
15,2,0
16,2,0
17,2,0
18,2,0
19,2,0
20,2,0
21,2,0
22,2,1
23,2,0
24,2,0
25,2,1
26,2,1
27,2,1
28,2,1
29,2,1
30,2,1
31,2,1
32,2,1
33,2,1
34,2,1
35,4,2
36,8,2
37,8,2
38,12,2
39,14,3
40,22,4
41,26,5
42,28,5
43,26,5
44,34,7
45,42,7
46,56,8
47,79,10
48,85,16
49,79,18
50,1,17
51,107,16
52,117,18
53,137,26
54,202,41
55,23,31
56,211,25
57,188,27
58,214,22
59,286,18
60,429,19
61,396,16
62,261,11
63,331,9
64,26,9
65,223,10
66,235,11
67,205,11
68,143,14
69,119,13
70,105,10
71,115,8
72,14,6
73,147,4
74,17,6
75,166,7
76,133,8
77,124,9
78,93,9
79,67,7
80,91,7
81,112,6
82,125,6
83,141,5
84,149,5
85,124,5
86,113,5
87,96,7
88,93,10
89,93,17
90,75,19
91,83,18
92,85,17
93,109,14
94,148,11
95,27,10
96,306,8
97,283,8
98,25,5
99,208,6
100,168,12
101,156,10
102,116,11
103,134,13
104,67,8
105,68,21
106,161,24
107,142,15
108,142,17
109,205,14
110,112,9
111,155,6
112,251,4
113,215,4
114,199,3
115,158,3
116,113,1
117,73,0
118,53,0
119,42,0
120,41,0
121,32,0
122,12,0
123,6,0
124,4,0
125,2,0
126,2,0
127,2,0
128,2,0
129,2,0
130,2,0
131,2,0
132,2,0
133,2,0
134,2,0
135,2,0
136,2,0
137,2,0
138,2,0
139,2,0
140,2,0
141,2,0
142,2,0
143,2,0
144,2,0
145,2,0
146,2,0
147,2,0
148,2,0
149,2,0
150,2,1
151,2,1
152,2,0
153,2,1
154,2,1
155,2,1
156,2,1
157,2,1
158,2,0
159,2,1
160,2,1
161,2,1
162,2,1
163,2,1
164,2,1
165,2,1
166,2,1
167,2,1
168,2,1
169,2,1
170,2,1
171,2,1
172,2,1
173,2,1
174,2,1
175,2,1
176,2,1
177,2,1
178,4,2
179,6,3
180,8,4
181,12,4
182,16,5
183,14,7
184,24,10
185,34,12
186,55,20
187,53,22
188,6,23
189,91,26
190,133,17
191,148,20
192,229,18
193,259,18
194,273,18
195,343,21
196,239,25
197,214,29
198,228,35
199,222,36
200,225,33
201,269,43
202,301,47
203,327,42
204,383,22
205,399,34
206,464,24
207,568,23
208,624,27
209,738,38
210,268,22
211,351,16
212,263,23
213,279,36
214,269,46
215,353,26
216,225,26
217,167,27
218,265,32
219,378,34
220,671,27
221,309,24
222,315,25
223,336,26
224,505,37
225,402,38
226,338,41
227,296,42
228,289,48
229,321,56
230,368,51
231,448,58
232,504,28
233,493,41
234,646,49
235,612,48
236,269,46
237,739,40
238,289,20
239,454,40
240,599,38
241,585,37
242,562,34
243,568,33
